Gender	Auto-ID	Vater	Mutter	Käfignummer
f	50375	31915//agouti	31879//grey  R	Artem 78
m	50485	32033//black  L	32158//agouti  L	Artem 79
m	50486	32033//black  L	32158//agouti  L	Artem 79
m	50487	32033//black  L	32158//agouti  L	Artem 79
m	48244	32015//black	32207//grey  L	Artem 8
m	48245	32015//black	32207//grey  L	Artem 8
m	48246	32015//black	32207//grey  L	Artem 8
m	48247	32015//black	32207//grey  L	Artem 8
m	48248	32015//black	32207//grey  L	Artem 8
f	50488	32033//black  L	32158//agouti  L	Artem 80
f	50489	32033//black  L	32158//agouti  L	Artem 80
f	50490	32033//black  L	32158//agouti  L	Artem 80
f	50491	32033//black  L	32158//agouti  L	Artem 80
f	50492	32033//black  L	32158//agouti  L	Artem 80
m	50493	32382//black	32318//black	Artem 81
m	50494	32382//black	32318//black	Artem 81
m	50495	32382//black	32318//black	Artem 81
m	50496	32382//black	32318//black	Artem 81
m	50497	32382//black	32318//black	Artem 81
f	50498	32382//black	32318//black	Artem 82
f	50499	32382//black	32318//black	Artem 82
f	50500	32382//black	32318//black	Artem 82
f	50501	32382//black	32318//black	Artem 82
m	50504	32324//agouti	32349//grey	Artem 83
m	50505	32324//agouti	32349//grey	Artem 83
m	50506	32324//agouti	32349//grey	Artem 83
m	50507	32324//agouti	32349//grey	Artem 83
m	50508	32324//agouti	32349//grey	Artem 83
f	50509	32324//agouti	32349//grey	Artem 84
f	50510	32324//agouti	32349//grey	Artem 84
f	50511	32324//agouti	32349//grey	Artem 84
m	68436	50209//wh - G19 805	50371//br LL G19-856	Artem 85
m	68437	50209//wh - G19 805	50371//br LL G19-856	Artem 85
m	68438	50209//wh - G19 805	50371//br LL G19-856	Artem 85
m	68439	50209//wh - G19 805	50371//br LL G19-856	Artem 86
m	68443	50209//wh - G19 805	50369//gr - G19-856	Artem 86
m	68444	50209//wh - G19 805	50369//gr - G19-856	Artem 86
f	68440	50209//wh - G19 805	50371//br LL G19-856	Artem 87
f	68441	50209//wh - G19 805	50371//br LL G19-856	Artem 87
f	68442	50209//wh - G19 805	50371//br LL G19-856	Artem 87
f	68445	50209//wh - G19 805	50369//gr - G19-856	Artem 87
f	68446	50209//wh - G19 805	50369//gr - G19-856	Artem 87
f	68447	50209//wh - G19 805	50369//gr - G19-856	Artem 87
m	68448	48304//bl L G19-808	48851//bl R G19-847	Artem 88
m	68450	48304//bl L G19-808	48850//ag - G19-847	Artem 88
m	68451	48304//bl L G19-808	48850//ag - G19-847	Artem 88
f	68449	48304//bl L G19-808	48851//bl R G19-847	Artem 89
f	68452	48304//bl L G19-808	48850//ag - G19-847	Artem 89
f	68453	48304//bl L G19-808	48850//ag - G19-847	Artem 89
f	68454	48304//bl L G19-808	48850//ag - G19-847	Artem 89
f	68455	48304//bl L G19-808	48850//ag - G19-847	Artem 89
f	68456	48304//bl L G19-808	48850//ag - G19-847	Artem 89
m	48264	32049//grey	35088//black -	Artem 9
m	48265	32049//grey	35088//black -	Artem 9
m	48266	32049//grey	35088//black -	Artem 9
m	68459	48632//gr - G19-830	48353//bl - G19-814	Artem 90
m	68461	48632//gr - G19-830	48353//bl - G19-814	Artem 90
m	68460	48632//gr - G19-830	48353//bl - G19-814	Artem 90/B
f	68462	48632//gr - G19-830	48353//bl - G19-814	Artem 91
f	68463	48632//gr - G19-830	48353//bl - G19-814	Artem 91
f	68464	48632//gr - G19-830	48353//bl - G19-814	Artem 91
f	68465	48632//gr - G19-830	48353//bl - G19-814	Artem 91
m	68467	50288//bl - G19-849	48892//ag LR G19-797	Artem 92
m	68474	48497//bl - G19-823	48502//bl L G19-823	Artem 92
m	68475	48497//bl - G19-823	48502//bl L G19-823	Artem 92
f	68468	50288//bl - G19-849	48892//ag LR G19-797	Artem 93
f	68469	50288//bl - G19-849	48892//ag LR G19-797	Artem 93
f	68470	50288//bl - G19-849	48892//ag LR G19-797	Artem 93
f	68471	50288//bl - G19-849	48892//ag LR G19-797	Artem 93
f	68476	48497//bl - G19-823	48502//bl L G19-823	Artem 94
f	68477	48497//bl - G19-823	48502//bl L G19-823	Artem 94
f	68478	48497//bl - G19-823	48502//bl L G19-823	Artem 94
f	68479	48497//bl - G19-823	48502//bl L G19-823	Artem 94
f	68480	48497//bl - G19-823	48502//bl L G19-823	Artem 95
f	68481	48497//bl - G19-823	48502//bl L G19-823	Artem 95
f	68482	48497//bl - G19-823	48502//bl L G19-823	Artem 95
f	68483	48497//bl - G19-823	48502//bl L G19-823	Artem 95
m	68485	48525//gr - G19-825	48488//be - G19-822	Artem 96
m	68486	48525//gr - G19-825	48489//be L G19-822	Artem 96
m	68487	48525//gr - G19-825	48489//be L G19-822	Artem 96
m	68494	48558//ag L G19-827	48454//bl - G19-820	Artem 97
m	68495	48558//ag L G19-827	48454//bl - G19-820	Artem 97
m	68496	48558//ag L G19-827	48454//bl - G19-820	Artem 97
m	68497	48558//ag L G19-827	48454//bl - G19-820	Artem 98
m	68498	48558//ag L G19-827	48454//bl - G19-820	Artem 98
m	68500	48609//gr - G19-829	48388//bl - G19-818	Artem 98
f	68499	48558//ag L G19-827	48454//bl - G19-820	Artem 99
f	68501	48609//gr - G19-829	48388//bl - G19-818	Artem 99
f	68502	48609//gr - G19-829	48388//bl - G19-818	Artem 99
f	68503	48609//gr - G19-829	48388//bl - G19-818	Artem 99
m	31929	23075//agouti	22571//agouti  L	G18-737/Artem 11
f	31930	23075//agouti	22571//agouti  L	G18-737/Artem 12
f	31932	23075//agouti	22571//agouti  L	G18-737/Artem 12
f	31933	23075//agouti	22571//agouti  L	G18-737/Artem 12
f	31934	23075//agouti	22571//agouti  L	G18-737/Artem 12
f	31940	23057//agouti  L	22592//agouti  R	G18-738/Artem 12
f	31941	23057//agouti  L	22592//agouti  R	G18-738/Artem 12
m	31942	23057//agouti  L	22589//beige  R	G18-738/Artem 13
m	31943	23057//agouti  L	22589//beige  R	G18-738/Artem 13
m	31944	23057//agouti  L	22589//beige  R	G18-738/Artem 13
m	31952	23049//grey  L	22603//agouti  R	G18-739/Artem 14
m	31953	23049//grey  L	22603//agouti  R	G18-739/Artem 14
m	31954	23049//grey  L	22603//agouti  R	G18-739/Artem 14
m	31955	23049//grey  L	22603//agouti  R	G18-739/Artem 14
m	31962	23049//grey  L	22605//beige	G18-739/Artem 14
m	31963	23049//grey  L	22605//beige	G18-739/Artem 14
f	31956	23049//grey  L	22603//agouti  R	G18-739/Artem 15
f	31957	23049//grey  L	22603//agouti  R	G18-739/Artem 15
f	31958	23049//grey  L	22603//agouti  R	G18-739/Artem 15
f	31959	23049//grey  L	22603//agouti  R	G18-739/Artem 15
f	31960	23049//grey  L	22603//agouti  R	G18-739/Artem 15
f	31961	23049//grey  L	22603//agouti  R	G18-739/Artem 15
m	31969	23034//white  L	22611//beige	G18-740/Artem 16
m	31970	23034//white  L	22611//beige	G18-740/Artem 16
m	31971	23034//white  L	22611//beige	G18-740/Artem 16
m	31972	23034//white  L	22611//beige	G18-740/Artem 16
f	31973	23034//white  L	22611//beige	G18-740/Artem 17
f	31974	23034//white  L	22611//beige	G18-740/Artem 17
f	31975	23034//white  L	22611//beige	G18-740/Artem 17
f	31976	23034//white  L	22611//beige	G18-740/Artem 17
f	31977	23034//white  L	22611//beige	G18-740/Artem 17
f	31978	23034//white  L	22611//beige	G18-740/Artem 17
m	33849	23005//beige  L	22627//grey	G18-741/Artem 73
m	33850	23005//beige  L	22627//grey	G18-741/Artem 73
m	33851	23005//beige  L	22627//grey	G18-741/Artem 73
m	33046	22978//black	22637//black  R	G18-742/Artem 64
m	33047	22978//black	22637//black  R	G18-742/Artem 64
m	33048	22978//black	22637//black  R	G18-742/Artem 64
m	33049	22978//black	22637//black  R	G18-742/Artem 64
m	33050	22978//black	22637//black  R	G18-742/Artem 64
m	33051	22978//black	22637//black  R	G18-742/Artem 64
f	33052	22978//black	22637//black  R	G18-742/Artem 65
f	33053	22978//black	22637//black  R	G18-742/Artem 65
f	33054	22978//black	22637//black  R	G18-742/Artem 65
f	33055	22978//black	22637//black  R	G18-742/Artem 65
f	33056	22978//black	22637//black  R	G18-742/Artem 65
f	33057	22978//black	22637//black  R	G18-742/Artem 65
m	31988	22960//black	22641//black  L	G18-743/Artem 18
m	31989	22960//black	22641//black  L	G18-743/Artem 18
m	31990	22960//black	22641//black  L	G18-743/Artem 18
m	31991	22960//black	22641//black  L	G18-743/Artem 18
f	31995	22960//black	22641//black  L	G18-743/Artem 19
f	31996	22960//black	22641//black  L	G18-743/Artem 19
f	31997	22960//black	22641//black  L	G18-743/Artem 19
m	32008	22923//black	21997//-	G18-744/Artem 21
m	32009	22923//black	21997//-	G18-744/Artem 21
m	32010	22923//black	21997//-	G18-744/Artem 21
m	32014	22923//black	21998//L	G18-744/Artem 21
f	32017	22923//black	21998//L	G18-744/Artem 22
f	32018	22923//black	21998//L	G18-744/Artem 22
f	32019	22923//black	21998//L	G18-744/Artem 22
f	32020	22923//black	21998//L	G18-744/Artem 22
f	32021	22923//black	21998//L	G18-744/Artem 22
f	32022	22923//black	21998//L	G18-744/Artem 22
m	32037	22909//grey	22328//agouti	G18-745/Artem 23
m	32038	22909//grey	22328//agouti	G18-745/Artem 23
m	32039	22909//grey	22328//agouti	G18-745/Artem 23
m	32040	22909//grey	22328//agouti	G18-745/Artem 23
m	32041	22909//grey	22328//agouti	G18-745/Artem 23
f	32042	22909//grey	22328//agouti	G18-745/Artem 24
f	32043	22909//grey	22328//agouti	G18-745/Artem 24
f	32044	22909//grey	22328//agouti	G18-745/Artem 24
f	32045	22909//grey	22328//agouti	G18-745/Artem 24
f	32046	22909//grey	22328//agouti	G18-745/Artem 24
f	32047	22909//grey	22328//agouti	G18-745/Artem 24
m	32064	22879//white  L	22393//black  L	G18-746 /Artem 26
m	32065	22879//white  L	22393//black  L	G18-746 /Artem 26
m	32066	22879//white  L	22393//black  L	G18-746 /Artem 26
m	32067	22879//white  L	22393//black  L	G18-746 /Artem 26
m	32068	22879//white  L	22393//black  L	G18-746 /Artem 26
m	32069	22879//white  L	22393//black  L	G18-746 /Artem 26
f	32058	22879//white  L	22391//grey	G18-746/Artem 25
f	32059	22879//white  L	22391//grey	G18-746/Artem 25
f	32060	22879//white  L	22391//grey	G18-746/Artem 25
f	32061	22879//white  L	22391//grey	G18-746/Artem 25
f	32062	22879//white  L	22391//grey	G18-746/Artem 25
f	32063	22879//white  L	22391//grey	G18-746/Artem 25
f	32006	22863//white	22334//agouti	G18-747/Artem 19
f	32007	22863//white	22334//agouti	G18-747/Artem 19
m	31998	22863//white	22336//black  L	G18-747/Artem 20
m	31999	22863//white	22336//black  L	G18-747/Artem 20
m	32000	22863//white	22336//black  L	G18-747/Artem 20
m	32001	22863//white	22336//black  L	G18-747/Artem 20
m	32085	22840//agouti 	22359//grey	G18-749/Artem 28
m	32086	22840//agouti 	22359//grey	G18-749/Artem 28
m	32087	22840//agouti 	22359//grey	G18-749/Artem 28
m	32088	22840//agouti 	22359//grey	G18-749/Artem 28
m	32089	22840//agouti 	22359//grey	G18-749/Artem 28
m	32090	22840//agouti 	22359//grey	G18-749/Artem 28
f	32097	22840//agouti 	22359//grey	G18-749/Artem 29
f	32098	22840//agouti 	22359//grey	G18-749/Artem 29
f	33438	22840//agouti 	22359//grey	G18-749/Artem 29
f	33439	22840//agouti 	22359//grey	G18-749/Artem 29
m	32123	22815//black	22366//grey	G18-750/Artem 31
m	32124	22815//black	22366//grey	G18-750/Artem 31
m	32125	22815//black	22366//grey	G18-750/Artem 31
m	32126	22815//black	22366//grey	G18-750/Artem 31
m	32127	22815//black	22366//grey	G18-750/Artem 31
m	32128	22815//black	22366//grey	G18-750/Artem 31
f	32135	22815//black	22366//grey	G18-750/Artem 32
f	32136	22815//black	22366//grey	G18-750/Artem 32
f	32137	22815//black	22366//grey	G18-750/Artem 32
f	32138	22815//black	22366//grey	G18-750/Artem 32
f	32139	22815//black	22366//grey	G18-750/Artem 32
f	32140	22815//black	22366//grey	G18-750/Artem 32
m	33058	22799//black	23959//agouti	G18-751/Artem 66
m	33059	22799//black	23959//agouti	G18-751/Artem 66
m	33060	22799//black	23959//agouti	G18-751/Artem 66
f	33061	22799//black	23959//agouti	G18-751/Artem 67
f	33062	22799//black	23959//agouti	G18-751/Artem 67
f	33063	22799//black	23959//agouti	G18-751/Artem 67
f	33064	22799//black	23959//agouti	G18-751/Artem 67
f	32149	22787//agouti	22392//black	G18-752/Artem  34
f	32150	22787//agouti	22392//black	G18-752/Artem  34
f	32151	22787//agouti	22392//black	G18-752/Artem  34
f	32152	22787//agouti	22392//black	G18-752/Artem  34
f	32153	22787//agouti	22392//black	G18-752/Artem  34
f	32154	22787//agouti	22392//black	G18-752/Artem  34
m	32141	22787//agouti	22392//black	G18-752/Artem 33
m	32142	22787//agouti	22392//black	G18-752/Artem 33
m	32143	22787//agouti	22392//black	G18-752/Artem 33
m	32144	22787//agouti	22392//black	G18-752/Artem 33
m	32145	22787//agouti	22392//black	G18-752/Artem 33
m	32074	22767//black	22423//agouti	G18-753/Artem 27
m	32082	22767//black	22424//agouti  L	G18-753/Artem 27
m	32083	22767//black	22424//agouti  L	G18-753/Artem 27
m	32084	22767//black	22424//agouti  L	G18-753/Artem 27
m	32077	22767//black	22423//agouti	G18-753/Artem 28
f	32078	22767//black	22423//agouti	G18-753/Artem 28
f	32079	22767//black	22423//agouti	G18-753/Artem 28
m	32080	22767//black	22423//agouti	G18-753/Artem 28
f	32081	22767//black	22423//agouti	G18-753/Artem 28
m	32164	23960//black	22440//beige	G18-754/Artem 35
m	32165	23960//black	22440//beige	G18-754/Artem 35
m	32166	23960//black	22440//beige	G18-754/Artem 35
m	32167	23960//black	22440//beige	G18-754/Artem 35
m	32168	23960//black	22440//beige	G18-754/Artem 35
m	32169	23960//black	22440//beige	G18-754/Artem 35
f	32170	23960//black	22440//beige	G18-754/Artem 36
f	32171	23960//black	22440//beige	G18-754/Artem 36
f	32172	23960//black	22442//grey  L	G18-754/Artem 36
f	32173	23960//black	22442//grey  L	G18-754/Artem 36
f	32202	22711//black	22475//grey  L	G18-756/Artem 38
f	32203	22711//black	22475//grey  L	G18-756/Artem 38
f	32204	22711//black	22475//grey  L	G18-756/Artem 38
f	32205	22711//black	22475//grey  L	G18-756/Artem 38
f	32216	22690//agouti	22503//brown	G18-757/Artem 38
f	32217	22690//agouti	22503//brown	G18-757/Artem 38
m	32211	22690//agouti	22503//brown	G18-757/Artem 39
m	32212	22690//agouti	22503//brown	G18-757/Artem 39
m	32213	22690//agouti	22503//brown	G18-757/Artem 39
m	32214	22690//agouti	22503//brown	G18-757/Artem 39
m	32215	22690//agouti	22503//brown	G18-757/Artem 39
f	32107	23976//black	22544//black	G18-759/Artem 29
m	32099	23976//black	22544//black	G18-759/Artem 30
m	32100	23976//black	22544//black	G18-759/Artem 30
m	32101	23976//black	22544//black	G18-759/Artem 30
m	32102	23976//black	22544//black	G18-759/Artem 30
m	32103	23976//black	22544//black	G18-759/Artem 30
m	32228	22669//black	27235//black	G18-760/Artem 41
m	32229	22669//black	27235//black	G18-760/Artem 41
m	32230	22669//black	27235//black	G18-760/Artem 41
m	32231	22669//black	27235//black	G18-760/Artem 41
m	32232	22669//black	27235//black	G18-760/Artem 41
f	32233	22669//black	27239//black  LL	G18-760/Artem 42
f	32234	22669//black	27239//black  LL	G18-760/Artem 42
f	32235	22669//black	27239//black  LL	G18-760/Artem 42
f	32236	22669//black	27239//black  LL	G18-760/Artem 42
f	32237	22669//black	27239//black  LL	G18-760/Artem 42
f	32238	22669//black	27239//black  LL	G18-760/Artem 42
m	32246	22581//beige  L	23081//brown	G18-762/Artem 43
m	32247	22581//beige  L	23081//brown	G18-762/Artem 43
m	32248	22581//beige  L	23081//brown	G18-762/Artem 43
f	32252	22581//beige  L	23080//black  	G18-762/Artem 44
f	32253	22581//beige  L	23080//black  	G18-762/Artem 44
f	32254	22581//beige  L	23080//black  	G18-762/Artem 44
f	32255	22581//beige  L	23080//black  	G18-762/Artem 44
f	32256	22581//beige  L	23080//black  	G18-762/Artem 44
f	32257	22581//beige  L	23080//black  	G18-762/Artem 44
f	33066	22597//agouti	23067//white	G18-763/Artem 68
f	33067	22597//agouti	23066//black	G18-763/Artem 68
f	33068	22597//agouti	23066//black	G18-763/Artem 68
f	33069	22597//agouti	23066//black	G18-763/Artem 68
f	33070	22597//agouti	23066//black	G18-763/Artem 68
f	33071	22597//agouti	23066//black	G18-763/Artem 68
m	22608	05342//9607//1//64432	05544//9924//1//64749	G18-764
f	23045	05380//9670//1//64495	05611//10043//1//64868	G18-764
f	23046	05380//9670//1//64495	05611//10043//1//64868	G18-764
u	29163	22608//grey	23045//black  L	G18-764 (5M/4F)
m	32218	22608//grey	23045//black  L	G18-764/Artem 40
m	32219	22608//grey	23045//black  L	G18-764/Artem 40
m	32220	22608//grey	23045//black  L	G18-764/Artem 40
m	22613	05614//10046//1//64871	05422//9734//1//64559	G18-765
f	23035	05427//9739//1//64564	05337//9601//1//64426	G18-765
f	23037	05427//9739//1//64564	05337//9601//1//64426	G18-765
u	29164	22613//black	23035//black	G18-765 (4M/4F)
m	32258	22613//black	23035//black	G18-765/Artem 45
m	32259	22613//black	23035//black	G18-765/Artem 45
m	32260	22613//black	23035//black	G18-765/Artem 45
m	32261	22613//black	23035//black	G18-765/Artem 45
m	32262	22613//black	23035//black	G18-765/Artem 45
m	22632	05332//9591//1//64416	05379//9665//1//64490	G18-766
f	23010	05595//10001//2//64826	05399//9693//1//64518	G18-766
f	23013	05595//10001//2//64826	05399//9693//1//64518	G18-766
u	29166	22632//agouti  R	23013//white  L	G18-766 (4M/3F)
m	32272	22632//agouti  R	23010//black	G18-766/Artem 46
m	32273	22632//agouti  R	23010//black	G18-766/Artem 46
m	32274	22632//agouti  R	23010//black	G18-766/Artem 46
m	32275	22632//agouti  R	23010//black	G18-766/Artem 46
m	32276	22632//agouti  R	23010//black	G18-766/Artem 46
f	32277	22632//agouti  R	23010//black	G18-766/Artem 47
f	32278	22632//agouti  R	23010//black	G18-766/Artem 47
f	32279	22632//agouti  R	23013//white  L	G18-766/Artem 47
f	32280	22632//agouti  R	23013//white  L	G18-766/Artem 47
f	32281	22632//agouti  R	23013//white  L	G18-766/Artem 47
m	22638	05467//9799//1//64624	05383//9673//3//64498	G18-767
f	22986	05420//9726//2//64551	05653//10121//1//69088	G18-767
f	22991	05420//9726//2//64551	05653//10121//1//69088	G18-767
m	22001	05651//10115//2//68517	05428//9742//1//64567	G18-768
f	22948	05416//9719//2//64544	05685//10173//1//69146	G18-768
f	22950	05416//9719//2//64544	05685//10173//1//69146	G18-768
u	29167	22001//-	22948//agouti  R	G18-768 (11M/6F)
m	32282	22001//-	22948//agouti  R	G18-768/Artem 48
m	32283	22001//-	22948//agouti  R	G18-768/Artem 48
m	32284	22001//-	22948//agouti  R	G18-768/Artem 48
m	32285	22001//-	22948//agouti  R	G18-768/Artem 48
m	32286	22001//-	22948//agouti  R	G18-768/Artem 48
m	32287	22001//-	22948//agouti  R	G18-768/Artem 48
f	32290	22001//-	22948//agouti  R	G18-768/Artem 49
f	32291	22001//-	22948//agouti  R	G18-768/Artem 49
f	32292	22001//-	22948//agouti  R	G18-768/Artem 49
f	32293	22001//-	22948//agouti  R	G18-768/Artem 49
f	32294	22001//-	22948//agouti  R	G18-768/Artem 49
f	32295	22001//-	22948//agouti  R	G18-768/Artem 49
m	32289	22001//-	22948//agouti  R	G18-768/247
m	22319	05644//10098//1//68500	05533//9898//1//64723	G18-769
f	22934	05398//9692//1//64517	05689//10178//1//69159	G18-769
f	22935	05398//9692//1//64517	05689//10178//1//69159	G18-769
u	29169	22319//agouti  L	22935//black	G18-769 (1M/1F)
f	32185	22319//agouti  L	22934//agouti  L	G18-769/Artem 36
f	32186	22319//agouti  L	22934//agouti  L	G18-769/Artem 36
m	32180	22319//agouti  L	22934//agouti  L	G18-769/Artem 37
m	32181	22319//agouti  L	22934//agouti  L	G18-769/Artem 37
m	32182	22319//agouti  L	22934//agouti  L	G18-769/Artem 37
m	32183	22319//agouti  L	22934//agouti  L	G18-769/Artem 37
m	32184	22319//agouti  L	22934//agouti  L	G18-769/Artem 37
m	32177	22319//agouti  L	22934//agouti  L	G18-769/235
m	32179	22319//agouti  L	22934//agouti  L	G18-769/235
m	22614	05614//10046//1//64871	05422//9734//1//64559	G18-770
f	22903	05335//9599//4//64424	05345//9611//1//64436	G18-770
f	22904	05335//9599//4//64424	05345//9611//1//64436	G18-770
u	29170	22614//black  L	22904//black  R	G18-770 (8M/4F)
m	32297	22614//black  L	22903//black  L	G18-770/247
m	32298	22614//black  L	22903//black  L	G18-770/247
f	32303	22614//black  L	22904//black  R	G18-770/248
m	22330	05364//9640//1//64465	05541//9917//1//64742	G18-771
f	22889	05524//9883//1//64708	05553//9939//2//64764	G18-771
f	22890	05524//9883//1//64708	05553//9939//2//64764	G18-771
u	29172	22330//agouti	22890//agouti	G18-771 (3M/7F)
u	29172	22330//agouti	22890//agouti	G18-771 (4M/8F)
m	32304	22330//agouti	22889//black  R	G18-771/Artem 50
m	32305	22330//agouti	22889//black  R	G18-771/Artem 50
m	32306	22330//agouti	22889//black  R	G18-771/Artem 50
m	32307	22330//agouti	22889//black  R	G18-771/Artem 50
m	32308	22330//agouti	22889//black  R	G18-771/Artem 50
m	32309	22330//agouti	22889//black  R	G18-771/Artem 50
f	32310	22330//agouti	22889//black  R	G18-771/Artem 51
f	32311	22330//agouti	22890//agouti	G18-771/Artem 51
f	32312	22330//agouti	22890//agouti	G18-771/Artem 51
f	32313	22330//agouti	22890//agouti	G18-771/Artem 51
f	32314	22330//agouti	22890//agouti	G18-771/Artem 51
f	32315	22330//agouti	22890//agouti	G18-771/Artem 51
m	22337	05625//10064//2//64889	05542//9922//1//64747	G18-772
f	22868	05378//9664//2//64489	05565//9953//1//64778	G18-772
f	22870	05378//9664//2//64489	05565//9953//1//64778	G18-772
f	30946	22337//grey 	22868//white	G18-772 
u	29173	22337//grey 	22870//agouti  L	G18-772 (7M/4F)
m	32316	22337//grey 	22870//agouti  L	G18-772/248
m	22352	05682//10156//1//69129	05315//9570//1//64395	G18-773
f	23981	05515//9871//4//64696	05581//9972//2//64797	G18-773
f	23982	05515//9871//4//64696	05581//9972//2//64797	G18-773
u	29417	22352//beige  	23982//white  	G18-773 (3M/2F)
m	32326	22352//beige  	23982//white  	G18-773/250
m	22363	05500//9848//1//64673	05443//9766//1//64591	G18-774
f	22849	05303//9556//2//64381	05587//9984//1//64809	G18-774
f	22853	05303//9556//2//64381	05587//9984//1//64809	G18-774
m	23948	05500//9848//1//64673	05443//9766//1//64591	G18-774
u	32915	23948//black  L	22849//agouti	G18-774
u	29175	22363//black	22849//agouti	G18-774 (7M/2F)
f	22827	05300//9548//1//64373	05468//9800//1//64625	G18-775
f	22828	05300//9548//1//64373	05468//9800//1//64625	G18-775
m	23954	05355//9626//2//64451	05459//9786//1//64611	G18-775
u	29416	23954//beige  L	22828//grey	G18-775 (3M/5F)
m	32335	23954//beige  L	22827//black	G18-775/Artem 52
m	32336	23954//beige  L	22827//black	G18-775/Artem 52
m	32337	23954//beige  L	22827//black	G18-775/Artem 52
m	32338	23954//beige  L	22827//black	G18-775/Artem 52
m	32339	23954//beige  L	22827//black	G18-775/Artem 52
m	32340	23954//beige  L	22827//black	G18-775/Artem 52
f	32341	23954//beige  L	22827//black	G18-775/Artem 53
f	32342	23954//beige  L	22827//black	G18-775/Artem 53
f	32343	23954//beige  L	22827//black	G18-775/Artem 53
f	32344	23954//beige  L	22827//black	G18-775/Artem 53
f	32345	23954//beige  L	22827//black	G18-775/Artem 53
m	22387	05485//9833//1//64658	05267//9483//1//64308	G18-776
f	22805	05295//9541//2//64366	05477//9816//1//64641	G18-776
f	22808	05295//9541//2//64366	05477//9816//1//64641	G18-776
u	29177	22387//beige	22805//agouti	G18-776 (11M/11F)
m	32265	22387//beige	22805//agouti	G18-776/245
m	32266	22387//beige	22805//agouti	G18-776/245
m	22421	05602//10009//2//64834	05272//9493//1//64318	G18-777
f	22793	05282//9517//5//64342	05597//10003//2//64828	G18-777
f	22794	05282//9517//5//64342	05597//10003//2//64828	G18-777
u	29139	22421//agouti	22793//grey	G18-777 (7M/12F)
m	32355	22421//agouti	22793//grey	G18-777/Artem 54
m	32356	22421//agouti	22793//grey	G18-777/Artem 54
m	32357	22421//agouti	22793//grey	G18-777/Artem 54
m	32358	22421//agouti	22793//grey	G18-777/Artem 54
m	32359	22421//agouti	22793//grey	G18-777/Artem 54
m	32360	22421//agouti	22793//grey	G18-777/Artem 54
f	32361	22421//agouti	22793//grey	G18-777/Artem 55
f	32362	22421//agouti	22793//grey	G18-777/Artem 55
f	32363	22421//agouti	22793//grey	G18-777/Artem 55
f	32364	22421//agouti	22793//grey	G18-777/Artem 55
f	32365	22421//agouti	22793//grey	G18-777/Artem 55
f	32366	22421//agouti	22793//grey	G18-777/Artem 55
m	22431	05483//9827//2//64652	05280//9511//1//64336	G18-778
f	22772	05276//9498//1//64323	05484//9832//1//64657	G18-778
f	22774	05276//9498//1//64323	05484//9832//1//64657	G18-778
u	29140	22431//agouti	22772//black	G18-778 (12M/6F)
u	29140	22431//agouti	22772//black	G18-778 (12M/6F)
m	32368	22431//agouti	22772//black	G18-778/255
m	32369	22431//agouti	22772//black	G18-778/255
m	22462	05474//9811//2//64636	05290//9531//2//64356	G18-779
f	23963	05271//9491//1//64316	05604//10014//2//64839	G18-779
f	23964	05271//9491//1//64316	05604//10014//2//64839	G18-779
u	31017	22462//black  L	23964//black  L	G18-779 (7M/6F)
f	33114	22462//black  L	23963//black	G18-779/Artem 69
f	33115	22462//black  L	23963//black	G18-779/Artem 69
f	33116	22462//black  L	23963//black	G18-779/Artem 69
f	33117	22462//black  L	23963//black	G18-779/Artem 69
f	33118	22462//black  L	23963//black	G18-779/Artem 69
f	33119	22462//black  L	23963//black	G18-779/Artem 69
m	33120	22462//black  L	23964//black  L	G18-779/Artem 71
m	33121	22462//black  L	23964//black  L	G18-779/Artem 71
m	33122	22462//black  L	23964//black  L	G18-779/Artem 71
m	33123	22462//black  L	23964//black  L	G18-779/Artem 71
m	22471	05592//9996//1//64821	05298//9546//1//64371	G18-780
f	22749	05323//9582//1//64407	05490//9838//1//64663	G18-780
f	22750	05323//9582//1//64407	05490//9838//1//64663	G18-780
u	29141	22471//black	22749//grey  R	G18-780 (3M/10F)
m	32347	22471//black	22749//grey  R	G18-780/253
m	32348	22471//black	22749//grey  R	G18-780/253
m	22483	05586//9977//1//64802	05302//9551//1//64376	G18-781
f	22716	05455//9779//2//64604	05356//9627//1//64452	G18-781
f	22717	05455//9779//2//64604	05356//9627//1//64452	G18-781
u	29142	22483//black  L	22716//black  L	G18-781 (2M)
u	29143	22483//black  L	22717//black  R	G18-781 (4M/3F)
m	32376	22483//black  L	22717//black  R	G18-781/Artem 56
m	32377	22483//black  L	22717//black  R	G18-781/Artem 56
m	32378	22483//black  L	22717//black  R	G18-781/Artem 56
f	32379	22483//black  L	22717//black  R	G18-781/Artem 57
f	32380	22483//black  L	22717//black  R	G18-781/Artem 57
f	32381	22483//black  L	22717//black  R	G18-781/Artem 57
m	22518	05579//9969//1//64794	05310//9563//1//64388	G18-782
f	22699	05321//9579//4//64404	05617//10051//1//64876	G18-782
f	22700	05321//9579//4//64404	05617//10051//1//64876	G18-782
m	32394	22518//white  LR	22699//white  L	G18-782/Artem 58
m	32395	22518//white  LR	22699//white  L	G18-782/Artem 58
m	32396	22518//white  LR	22699//white  L	G18-782/Artem 58
m	32397	22518//white  LR	22699//white  L	G18-782/Artem 58
m	32398	22518//white  LR	22699//white  L	G18-782/Artem 58
f	32399	22518//white  LR	22700//agouti	G18-782/Artem 59
