Gender	Auto-ID	Vater	Mutter	Käfignummer
f	32400	22518//white  LR	22700//agouti	G18-782/Artem 59
f	32401	22518//white  LR	22700//agouti	G18-782/Artem 59
f	32402	22518//white  LR	22700//agouti	G18-782/Artem 59
f	32403	22518//white  LR	22700//agouti	G18-782/Artem 59
m	22550	05638//10092//1//67169	05373//9656//2//64481	G18-783
f	22685	05548//9928//1//64753	05359//9635//1//64460	G18-783
f	22687	05548//9928//1//64753	05359//9635//1//64460	G18-783
u	29145	22550//black	22687//agouti	G18-783 (2M/7F)
u	29145	22550//black	22687//agouti	G18-783 (2M/7F)
f	32385	22550//black	22687//agouti	G18-783/Artem 57
f	32386	22550//black	22687//agouti	G18-783/Artem 57
f	32387	22550//black	22687//agouti	G18-783/Artem 57
m	32384	22550//black	22687//agouti	G18-783/257
f	21999	05651//10115//2//68517	05428//9742//1//64567	G18-784
f	22000	05651//10115//2//68517	05428//9742//1//64567	G18-784
m	27232	05350//9616//1//64441	05518//9877//1//64702	G18-784
f	33100	27232//black  R	22000//R	G18-784/Artem 67
f	33101	27232//black  R	22000//R	G18-784/Artem 67
m	33094	27232//black  R	22000//R	G18-784/Artem 70
m	33095	27232//black  R	22000//R	G18-784/Artem 70
m	33096	27232//black  R	22000//R	G18-784/Artem 70
m	33097	27232//black  R	22000//R	G18-784/Artem 70
m	33098	27232//black  R	22000//R	G18-784/Artem 70
m	33099	27232//black  R	22000//R	G18-784/Artem 70
m	22552	05704//10200//1//69181	05351//9618//1//64443	G18-785
f	22672	05442//9762//2//64587	05640//10094//1//68496	G18-785
f	22673	05442//9762//2//64587	05640//10094//1//68496	G18-785
u	29146	22552//beige	22672//agouti	G18-785 (3M/4F)
m	32404	22552//beige	22673//black	G18-785/Artem 60
m	32405	22552//beige	22673//black	G18-785/Artem 60
m	32406	22552//beige	22673//black	G18-785/Artem 60
m	32407	22552//beige	22673//black	G18-785/Artem 60
f	32408	22552//beige	22673//black	G18-785/Artem 61
f	32409	22552//beige	22673//black	G18-785/Artem 61
f	32410	22552//beige	22673//black	G18-785/Artem 61
f	32411	22552//beige	22673//black	G18-785/Artem 61
f	32412	22552//beige	22673//black	G18-785/Artem 61
f	32413	22552//beige	22672//agouti	G18-785/Artem 61
m	22565	05714//10212//1//69204	05394//9687//1//64512	G18-786
f	22660	05538//9906//2//64731	05646//10108//2//68510	G18-786
f	22662	05538//9906//2//64731	05646//10108//2//68510	G18-786
u	29414	22565//black  LR	22660//agouti	G18-786
m	32330	22565//black  LR	22662//black  L	G18-786/252
m	32331	22565//black  LR	22662//black  L	G18-786/252
f	22354	05682//10156//1//69129	05315//9570//1//64395	G18-787
f	22355	05682//10156//1//69129	05315//9570//1//64395	G18-787
m	22910	05335//9599//4//64424	05346//9612//2//64437	G18-787
f	22323	05644//10098//1//68500	05533//9898//1//64723	G18-788
f	22327	05644//10098//1//68500	05533//9898//1//64723	G18-788
m	22681	05548//9928//1//64753	05359//9635//1//64460	G18-788
m	23961	05271//9491//1//64316	05604//10014//2//64839	G18-789
f	23989	05435//9752//1//64577	05465//9795//1//64620	G18-789
f	23990	05435//9752//1//64577	05465//9795//1//64620	G18-789
m	31858	23961//black  L	23989//beige  LR	G18-789/ Artem 2
m	31859	23961//black  L	23989//beige  LR	G18-789/ Artem 2
m	31860	23961//black  L	23989//beige  LR	G18-789/ Artem 2
m	31861	23961//black  L	23989//beige  LR	G18-789/ Artem 2
f	31862	23961//black  L	23989//beige  LR	G18-789/ Artem 3
f	31863	23961//black  L	23989//beige  LR	G18-789/ Artem 3
f	31864	23961//black  L	23989//beige  LR	G18-789/ Artem 3
f	31865	23961//black  L	23989//beige  LR	G18-789/ Artem 3
f	31866	23961//black  L	23989//beige  LR	G18-789/ Artem 3
f	31867	23961//black  L	23989//beige  LR	G18-789/ Artem 3
u	29178	23961//black  L	23989//beige  LR	G18-789 (7M/12F)
m	31856	23961//black  L	23989//beige  LR	G18-789/200
f	22559	05704//10200//1//69181	05352//9619//1//64444	G18-790
f	22560	05704//10200//1//69181	05352//9619//1//64444	G18-790
m	22961	05416//9719//2//64544	05686//10174//2//69147	G18-790
u	30908	22961//brown	22559//black	G18-790 (6M/8F)
m	33026	22961//brown	22559//black	G18-790/Artem 62
m	33027	22961//brown	22559//black	G18-790/Artem 62
m	33028	22961//brown	22559//black	G18-790/Artem 62
m	33029	22961//brown	22559//black	G18-790/Artem 62
m	33030	22961//brown	22559//black	G18-790/Artem 62
m	33031	22961//brown	22559//black	G18-790/Artem 62
f	33032	22961//brown	22559//black	G18-790/Artem 63
f	33033	22961//brown	22559//black	G18-790/Artem 63
f	33034	22961//brown	22559//black	G18-790/Artem 63
f	33035	22961//brown	22559//black	G18-790/Artem 63
f	33036	22961//brown	22559//black	G18-790/Artem 63
f	33037	22961//brown	22559//black	G18-790/Artem 63
m	35425	22926//grey	22850//agouti  L	G18-791/Artem 4 
m	35426	22926//grey	22850//agouti  L	G18-791/Artem 4 
m	35427	22926//grey	22850//agouti  L	G18-791/Artem 4 
m	35428	22926//grey	22850//agouti  L	G18-791/Artem 4 
m	35429	22926//grey	22850//agouti  L	G18-791/Artem 4 
m	31884	22514//black	23009//agouti	G18-792/Artem 5
m	31885	22514//black	23009//agouti	G18-792/Artem 5
m	31886	22514//black	23009//agouti	G18-792/Artem 5
m	31887	22514//black	23009//agouti	G18-792/Artem 5
m	31888	22514//black	23009//agouti	G18-792/Artem 5
m	31889	22514//black	23009//agouti	G18-792/Artem 5
f	31893	22514//black	23009//agouti	G18-792/Artem 6
f	31894	22514//black	23009//agouti	G18-792/Artem 6
f	31895	22514//black	23009//agouti	G18-792/Artem 6
f	31896	22514//black	23009//agouti	G18-792/Artem 6
f	31897	22514//black	23009//agouti	G18-792/Artem 6
m	33832	27231//black  L	22792//beige	G18-793/Artem 72
m	33833	27231//black  L	22792//beige	G18-793/Artem 72
m	33834	27231//black  L	22792//beige	G18-793/Artem 72
m	33835	27231//black  L	22792//beige	G18-793/Artem 72
m	33836	27231//black  L	22792//beige	G18-793/Artem 72
m	31901	23952//black  L	22591//agouti  L	G18-794/Artem 7
m	31902	23952//black  L	22591//agouti  L	G18-794/Artem 7
m	31906	23952//black  L	22588//beige  L	G18-794/Artem 7
m	31907	23952//black  L	22588//beige  L	G18-794/Artem 7
m	31908	23952//black  L	22588//beige  L	G18-794/Artem 7
m	31909	23952//black  L	22588//beige  L	G18-794/Artem 7
f	31903	23952//black  L	22591//agouti  L	G18-794/Artem 8
f	31904	23952//black  L	22591//agouti  L	G18-794/Artem 8
f	31905	23952//black  L	22591//agouti  L	G18-794/Artem 8
f	31910	23952//black  L	22588//beige  L	G18-794/Artem 8
f	31911	23952//black  L	22588//beige  L	G18-794/Artem 8
f	31912	23952//black  L	22588//beige  L	G18-794/Artem 8
f	31924	22639//agouti  L	22469//black  LR	G18-796/Artem 10
f	31925	22639//agouti  L	22469//black  LR	G18-796/Artem 10
f	31926	22639//agouti  L	22469//black  LR	G18-796/Artem 10
f	31927	22639//agouti  L	22469//black  LR	G18-796/Artem 10
f	31928	22639//agouti  L	22469//black  LR	G18-796/Artem 10
m	31919	22639//agouti  L	22469//black  LR	G18-796/Artem 9
m	31920	22639//agouti  L	22469//black  LR	G18-796/Artem 9
m	31921	22639//agouti  L	22469//black  LR	G18-796/Artem 9
m	31922	22639//agouti  L	22469//black  LR	G18-796/Artem 9
m	31923	22639//agouti  L	22469//black  LR	G18-796/Artem 9
