ID	taxanomy
HM849618.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species__Cryptococcus sp. 195B0
HM849620.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species__Cryptococcus sp. 197B1
HQ014729.2	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Saccharomycetaceae;genus__Kluyveromyces;species__Kluyveromyces marxianus
HQ014731.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Saccharomycetaceae;genus__Kluyveromyces;species__Kluyveromyces marxianus
HQ130716.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. WF161
HQ130720.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. WF167S
HQ166520.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. FL-2010ak
HQ213934.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium solitum
HQ225713.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium solitum
HQ283377.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__[Candida] friedrichii
HQ317498.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. JJY-32
HQ379156.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__[Candida] membranifaciens
HQ396523.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Saccharomycetaceae;genus__Kluyveromyces;species__Kluyveromyces marxianus
HQ414599.1	kingdom__Fungi;species__fungal sp. MT0842
HQ414607.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Coniochaetales;family__Coniochaetaceae;genus__Coniochaeta;species__Coniochaeta hoffmannii
HQ438294.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438295.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438296.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438297.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438298.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438299.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438300.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438301.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438302.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438303.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438304.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438305.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438306.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438307.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438308.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438309.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438310.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438311.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ438312.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
HQ443242.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. FFRh3
HQ533846.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Neoascochyta;species__Neoascochyta paspali
HQ533862.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. UFMGCB 5400
HQ604741.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Agaricales;family__Mycenaceae;genus__Xeromphalina;species__Xeromphalina campanella
HQ604799.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Polyporales;family__Polyporaceae;genus__Picipes;species__Picipes badius
HQ607875.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. ATT170
HQ608058.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium rubidurum
HQ608102.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Ophiostomatales;family__Ophiostomataceae;genus__Sporothrix;species__Sporothrix sp. TR071
HQ608134.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;species__Chaetothyriales sp. AR-2010
HQ623587.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species__Cryptococcus sp. LCF-18
HQ630984.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Ophiostomatales;family__Ophiostomataceae;genus__Sporothrix;species__Sporothrix sp. TMS-2011
HQ631020.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;genus__Candida;species__Candida sp. 1 TMS-2011
HQ637317.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Leptosphaeriaceae;genus__Leptosphaeria;species__Leptosphaeria sp. JZ-176
HQ637349.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. JZ-10
HQ637350.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. JZ-11
HQ647347.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;species__Pleosporales sp. TL3
HQ651157.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. ALTERGR33
HQ657291.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Coniochaetales;family__Coniochaetaceae;genus__Coniochaeta;species__Coniochaeta sp. CRCF1
HQ660445.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Coniochaetales;family__Coniochaetaceae;genus__Coniochaeta;species__Coniochaeta sp. LS6-2009a
HQ670761.2	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Rhynchogastremataceae;genus__Papiliotrema;species__Papiliotrema cf. pseudoalba ATT064
HQ695011.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__[Candida] spencermartinsiae
HQ696020.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;species__Pleosporales sp. B35
HQ696060.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;species__Pleosporales sp. zzz1429
HQ730127.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. III2Z
HQ738282.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. XN10
HQ829070.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Coniochaetales;family__Coniochaetaceae;genus__Coniochaeta;species__Coniochaeta sp. MAB-2010a
HQ829092.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;species__Aspergillus sp. MAB-2010a
HQ832836.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Rhynchogastremataceae;genus__Papiliotrema;species__Papiliotrema rajasthanensis
HQ871871.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Amylocorticiales;family__Amylocorticiaceae;genus__Plicaturopsis;species__Plicaturopsis crispa
HQ871872.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Amylocorticiales;family__Amylocorticiaceae;genus__Plicaturopsis;species__Plicaturopsis crispa
HQ876045.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] oleophila
HQ882800.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Ascochyta;species__Ascochyta hordei
HQ914846.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. OUCMBI101120
HQ914850.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. OUCMBI101134
HQ914890.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. OUCMBI101222
HQ997370.1	kingdom__Fungi;phylum__Basidiomycota;class__Wallemiomycetes;order__Wallemiales;family__Wallemiaceae;genus__Wallemia;species__Wallemia sebi
HQ997371.1	kingdom__Fungi;phylum__Basidiomycota;class__Wallemiomycetes;order__Wallemiales;family__Wallemiaceae;genus__Wallemia;species__Wallemia sebi
JF311915.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. P266_D1_26
JF311949.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. P141_D1_11
JF311967.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. P9_D3_11
JF705947.1	kingdom__Fungi;phylum__Ascomycota;species__Ascomycota sp. PIMO_429
JF710518.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria brassicicola
JF710584.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sesami
JF815066.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Coniochaetales;family__Coniochaetaceae;genus__Coniochaeta;species__Coniochaeta nepalica
JF815067.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Coniochaetales;family__Coniochaetaceae;genus__Coniochaeta;species__Coniochaeta ligniaria
JF815068.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Coniochaetales;family__Coniochaetaceae;genus__Coniochaeta;species__Coniochaeta hoffmannii
JF817299.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria mali
JF817333.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporidiobolus;species__Sporidiobolus sp. CanS-62
JF835821.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species group__Alternaria alternata complex;species__Alternaria alternata
JF835831.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species group__Alternaria alternata complex;species__Alternaria alternata
JF908071.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Agaricales;family__Hygrophoraceae;genus__Hygrophorus;species__Hygrophorus persicolor
JN030997.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Sordariales;family__Lasiosphaeriaceae;genus__Podospora;species__Podospora sp. XAE_053
JN084059.1	kingdom__Fungi;phylum__Ascomycota;class__Lecanoromycetes;order__Lecanorales;family__Ramalinaceae;genus__Ramalina;species__Ramalina farinacea
JN097810.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium melanoconidium
JN204424.1	kingdom__Fungi;phylum__Ascomycota;class__Leotiomycetes;order__Helotiales;family__Dermateaceae;genus__Marssonina;species__Marssonina brunnea
JN207261.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. P8E5
JN207277.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. P11E5
JN207285.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. P14E4
JN207319.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. P32E1
JN225888.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. 1 ICMP 18936
JN225961.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Corticiales;family__Corticiaceae;species__Corticiaceae sp. 3 ICMP 18910
JN226993.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. PX-2011a
JN400817.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma tephrensis
JN545771.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Peniophoraceae;genus__Peniophora;species__Peniophora sp. SB9350a
JN585938.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. Cs/4/5
JN617690.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium gallaicum
JN622198.1	kingdom__Fungi;phylum__Basidiomycota;species__Basidiomycota sp. Z-6
JN622199.1	kingdom__Fungi;phylum__Basidiomycota;species__Basidiomycota sp. Z-10
JN622203.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Rhynchogastremataceae;genus__Papiliotrema;species__Papiliotrema laurentii
JN622204.1	kingdom__Fungi;phylum__Basidiomycota;species__Basidiomycota sp. Z-16
JN622205.1	kingdom__Fungi;phylum__Basidiomycota;species__Basidiomycota sp. Z-17
JN622210.1	kingdom__Fungi;phylum__Basidiomycota;species__Basidiomycota sp. Z-24
JN622211.1	kingdom__Fungi;phylum__Basidiomycota;species__Basidiomycota sp. Z-25
JN622217.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma tephrensis
JN649328.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Stereaceae;genus__Chaetodermella;species__Chaetodermella luna
JN688668.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Pichiaceae;genus__Nakazawaea;species__Nakazawaea molendiniolei
JN688669.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;genus__Candida;species__Candida sp. DBVPG 5509
JN688670.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;genus__Candida;species__Candida sp. DBVPG 5510
JN689966.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium citreonigrum
JN712495.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;genus__Microsphaeropsis;species__Microsphaeropsis proteae
JN712497.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;genus__Microsphaeropsis;species__Microsphaeropsis proteae
JN809912.1	kingdom__Fungi;species__fungal sp. NW-AN003
JN863100.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium chermesinum
JN867466.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria tenuissima
JN942191.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporobolomyces;species__Sporobolomyces cf. roseus MCA 3778
JN942695.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium melanoconidium
JN942880.1	kingdom__Fungi;phylum__Basidiomycota;class__Wallemiomycetes;order__Wallemiales;family__Wallemiaceae;genus__Wallemia;species__Wallemia sebi
JN943659.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Pyrenophora;species__Pyrenophora tritici-repentis
JN943660.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Pyrenophora;species__Pyrenophora tritici-repentis
JQ083435.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Saccharomycetaceae;genus__Kluyveromyces;species__Kluyveromyces marxianus
JQ247574.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Rhynchogastremataceae;genus__Papiliotrema;species__Papiliotrema laurentii
JQ247575.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Rhynchogastremataceae;genus__Papiliotrema;species__Papiliotrema laurentii
JQ247577.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Rhynchogastremataceae;genus__Papiliotrema;species__Papiliotrema laurentii
JQ247578.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Rhynchogastremataceae;genus__Papiliotrema;species__Papiliotrema laurentii
JQ247716.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__Yamadazyma terventina
JQ247717.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__Yamadazyma terventina
JQ306333.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. PA07
JQ409149.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. ZDH1-1-1-1
JQ409151.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. ZDJ1-2-1
JQ411394.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Botryosphaeriales;family__Botryosphaeriaceae;genus__Botryosphaeria;species__Botryosphaeria dothidea
JQ425345.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Saccharomycetaceae;genus__Kluyveromyces;species__Kluyveromyces marxianus
JQ425346.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Saccharomycetaceae;genus__Kluyveromyces;species__Kluyveromyces marxianus
JQ425363.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporidiobolus;species__Sporidiobolus metaroseus
JQ425398.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species__Cryptococcus sp. AUMC 7790
JQ665412.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__[Candida] spencermartinsiae
JQ754007.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species__Cryptococcus sp. CMT8
JQ759415.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 56
JQ759423.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 3
JQ759611.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 32
JQ759654.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 32
JQ759690.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 3
JQ759726.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 3
JQ759727.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 88
JQ759742.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 32
JQ759757.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 32
JQ759783.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 32
JQ759784.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 7
JQ759791.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 7
JQ759802.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 3
JQ759808.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 32
JQ759819.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 54
JQ759846.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 32
JQ759859.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 7
JQ760451.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 176
JQ760491.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 399
JQ760602.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 14
JQ760754.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 399
JQ760940.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 14
JQ761014.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 100
JQ761063.1	kingdom__Fungi;phylum__Ascomycota;class__Leotiomycetes;species__Leotiomycetes sp. genotype 481
JQ761084.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;species__Dothideomycetes sp. genotype 485
JQ761491.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 399
JQ761505.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 176
JQ761583.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 176
JQ761619.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 409
JQ761628.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 399
JQ761824.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 176
JQ761881.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. genotype 399
JQ769319.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma victoriae
JQ769325.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma carnescens
JQ769326.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species__Cryptococcus sp. 131209-A4-C3-(GPY)-lev
JQ857025.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma victoriae
