Generation	Sex	Color	Diet	Weight	Spleen	ANA100	Cholesterol	HDL	LDL	wt2Month	wt4month	wt6month	Steatosis	Ballooning	NAFLD	NASH	CRP.Conc	CRP	WBC	NE	LY	MO	EO	BA	NEperc	LYperc	MOperc	EOperc	BAperc	RBC	HB	HCT	MCV	MCH	MCHC	RDW	PLT	MPV	G0	G1	G2	G1S1	G2S1	G2S2	termGal	Gal	Sial	Sialbygal	MonoGal	biGal	IgA	IgG	IgM	AGM	AGbyM	AG	AbyG	AbyM	GbyM
32286	18	0	white	0	27.4	0.041	1	131.1776553	82.12383319	36.92816059	20.9	25.9	27.4	0	0	0	0	6.7	6.04	-0.062	-2.207	-0.211	-4.51	-6.908	31.62	3.393	7485.71	1.217	-1.136	-1.709	4.89	2.429	20.6	0.024	3.479	28.6	3.273	5.656	0.152	50.9247461568513	33.6951357032548	5.93703596766917	4.55086687731705	4.7481422122086	0.14407308279563	39.632171670932	49.0752538431489	9.44308217231886	0.180596823580174	38.2460025804722	10.8292512626796	NA	NA	NA	NA	NA	NA	NA	NA	NA
32287	18	0	brown	0	31.4	0.056	0	127.6501949	88.46224989	26.95204831	22.6	26.6	31.4	NA	NA	NA	NA	6.02	4.8	0.131	-1.772	-0.094	-2.976	-4.51	31.62	3.811	6352.09	2.121	-0.161	-0.842	5.28	2.608	22	0.024	3.592	30.9	3.144	5.935	0.222	50.5752497337513	33.9547814469548	5.63223653526917	4.75346424831705	4.9401949529086	0.14407308279563	39.587017982232	49.4247502662489	9.83773228401886	0.188134579180174	38.7082456953722	10.7165045708796	0.2209	-0.6161	-1.0695	-0.1014	2.7414	1.32	-1.0493	1.5568	2.6061
32290	18	1	black	2	32.6	0.125	1	244.0565852	107.312139	129.7446307	28.5	31.9	32.6	1	2	3	0	17.62	16.98	1.324	-0.105	0.896	-2.293	-1.465	3.51	4.899	4253.648	1.609	1.807	0.738	5.79	2.775	24.4	0.024	3.647	31.6	3.374	5.71	0.2	35.3022582593513	48.1266599910548	7.52609418856917	3.67315956291705	5.2277549153086	0.14407308279563	55.652754179632	64.6977417406489	9.04498756101886	0.138707690980174	51.7998195538722	12.8979221867796	-1.7217	0.098	1.9131	0.5858	-0.3655	0.1102	-2.8476	-1.8444	1.0032
32291	18	1	black	2	65.5	0.058	0	295.7008933	206.9630595	88.62759446	36.8	51.3	65.5	1	2	3	0	12	10.17	0.742	-0.734	0.329	-2.513	-2.198	5.68	4.799	4403.65	1.916	1.683	0.439	4.85	2.569	20.7	0.023	3.688	31.9	3.343	6.073	0.156	42.3771454430513	41.8147137799548	6.52986589836917	3.73403436941705	5.4001674264086	0.14407308279563	48.344579678332	57.6228545569489	9.27827487861886	0.155661379780174	45.5487481493722	12.0741064075796	-1.7814	0.0581	0.3619	-0.4635	0.5584	0.0475	-2.8773	-0.904	1.9733
32292	18	1	black	2	35.4	0.083	0	168.8248936	102.3316267	67.94239473	33.7	34.2	35.4	3	2	5	1	17.01	NA	0.432	-1.079	-0.062	-2.397	-2.112	4.94	4.724	3727.102	2.441	2.082	0.975	4.98	2.588	20.2	0.025	3.674	33.2	3.303	6.068	0.175	42.0717253566513	40.6829432557548	7.20173490126917	4.09419633971705	5.5551642920086	0.39423585459563	47.884678157032	57.9282746433489	10.0435964864189	0.169083466480174	44.7771395954722	13.1511350479796	-1.4352	-0.771	-0.0111	-0.7744	0.7221	-0.0262	-2.2677	-0.3987	1.8691
32293	18	1	agouti	2	37	0.079	1	222.505975	123.3510882	100.146983	29.6	37.2	37	NA	NA	NA	NA	NA	5.44	0.761	-2.207	0.658	-2.397	-6.908	31.62	2.234	8168.544	2.095	-1.766	-2.645	3.92	2.258	15.5	0.025	3.606	32.9	3.144	6.211	0.182	37.1241010256513	43.3577095788548	8.29944918936917	4.40412496561705	6.3075726650086	0.50704257549563	51.657158768232	62.8758989743489	11.2187402061189	0.178282845980174	47.7618345444722	15.1140644298796	-0.1634	0.7701	0.3619	1.0827	2.1045	1.5936	-1.9179	0.3488	2.2667
32294	18	1	agouti	2	29.9	0.66	1	219.8836734	72.30875141	112.9436178	27.3	33.7	29.9	NA	NA	NA	NA	NA	20.91	0.351	-2.12	0.14	-1.89	-4.51	31.62	2.862	6523.793	3.219	-0.543	-2.293	3.26	2.145	11.4	0.028	3.755	40.4	3.016	6.628	0.12	33.9024475850513	44.7993833326548	8.97078266256917	4.46165557831705	7.7216577587086	0.14407308279563	53.770165995232	66.0975524149489	12.3273864197189	0.188977588280174	49.2610389109722	16.8365135039796	NA	NA	NA	NA	NA	NA	NA	NA	NA
32295	18	1	agouti	2	36	0.19	1	202.198334	126.9617557	42.14313743	28.4	30.5	36	1	2	3	0	NA	23.12	0.751	-1.309	0.542	-2.797	-2.797	9.53	3.568	6559.38	1.729	1.065	-0.965	4.94	2.665	20.1	0.025	3.795	35.3	3.246	5.956	0.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32308	18	0	black	2	43.4	NA	0	235.4581804	143.8037212	106.689031	30.2	41.2	43.4	3	2	5	1	9.74	5.14	0.916	-0.968	0.593	-2.033	-2.033	4.43	3.915	5218.618	2.287	1.681	0.599	5.25	2.757	34.8	0.015	3.808	21.8	3.114	6.301	0.175	34.0543726912033	46.6345827384158	8.00343777072125	4.89850103080822	6.11160386388867	0.29750190496154	54.6380205091265	65.9456273087958	11.3076067996571	0.171171926064001	51.5330837692188	14.4125435395668	-0.9165	-1.495	0.2902	-0.4794	0.6339	0.0772	-1.5678	-0.1887	1.3791
32310	18	1	agouti	0	23.5	0.062	0	141.9819695	100.7807701	25.76576715	19.2	23.4	23.5	0	0	0	0	5.83	6.27	1.051	-1.273	0.859	-2.033	-2.513	6.9	3.106	6824.412	2.098	0.975	-0.37	5.49	2.775	31.5	0.017	3.742	24.4	2.907	6.332	0.196	34.0737386965513	46.6195193540548	7.96805763266917	4.36862670841705	6.4977440386086	0.47231356979563	54.587576986732	65.9262613034489	11.3386843168189	0.173544107180174	50.9881460623722	14.9381152410796	-0.9675	-3.2544	-0.0876	-1.4841	0.1096	-0.6872	-0.8822	0.0121	0.8944
32311	18	1	agouti	0	19.8	0.046	0	NA	NA	NA	NA	NA	19.8	0	0	0	0	8.23	6.12	1.697	0.068	1.327	-1.136	-1.51	3.31	4.429	4755.482	2.415	1.394	0.445	5.04	2.683	22.9	0.022	3.782	31.4	3.36	5.986	0.145	33.5630017844513	47.9193469063548	8.55514379776917	3.73479957381705	5.8213187249086	0.40638921269563	56.474490704132	66.4369982155489	9.96250751131886	0.150612071380174	51.6541464801722	14.7828517352796	-0.4549	-0.0256	-1.2729	-0.5108	2.5909	1.0401	-1.8158	1.1629	2.9787
32312	18	1	white	0	20.3	0.054	1	114.353805	90.52424558	13.1483093	14.3	19.5	20.3	0	0	0	0	6.07	4.34	1.617	-0.693	1.399	-1.655	-1.655	3	3.159	6451.302	1.965	1.311	0.761	5.34	2.646	23.4	0.023	3.619	29.9	3.277	6.028	0.172	34.2891361016513	46.8925766714548	8.18405909236917	4.38555997251705	6.1045950792086	0.14407308279563	55.076635763832	65.7108638983489	10.6342281344189	0.162676726080174	51.2781366439722	14.4327272543796	-0.9786	-0.7667	-0.6354	-0.8161	1.4746	0.3292	-1.9159	0.352	2.2679
32313	18	1	white	0	22.7	0.049	0	127.8678585	50.81080587	67.08708872	18.7	20.5	22.7	0	0	0	0	7.99	4.67	0.378	-2.659	0.285	-2.976	-4.51	31.62	2.236	8244.64	1.852	-0.37	-2.513	4.79	2.49	19.2	0.025	3.592	32.3	3.17	5.598	0.227	35.1120341374513	45.7345770679548	8.15630574016917	4.71698210671705	6.1360278649086	0.14407308279563	53.890882808132	64.8879658625489	10.9970830544189	0.170205021780174	50.4515591746722	14.4364066878796	0.5437	0.1588	0.1677	1.2547	2.5238	1.8893	-1.1186	1.0198	2.1384
32314	18	1	white	0	26	0.074	0	107.5675552	86.90690341	16.09609515	18.6	24.8	26	0	0	0	0	7.78	10.17	1.435	-1.386	1.34	-2.198	-4.51	9.53	2.454	8273.722	1.631	-1.465	-2.033	5.02	2.665	21	0.024	3.755	33.8	3.325	5.953	0.2	38.8358666939513	43.1122480748548	7.37358373106917	4.21258403971705	6.0414311419086	0.42428631839563	50.485831805932	61.1641333060489	10.6783015001189	0.172957363580174	47.3248321145722	13.8393011913796	-0.9675	0.607	-0.0876	0.107	1.7007	0.9039	-2.4733	0.0121	2.4855
32315	18	1	grey	0	22	0.037	1	108.2282181	70.03001875	15.85585085	16.5	22.4	22	0	0	0	0	15.12	11.69	1.105	-0.342	0.582	-1.343	-1.709	3.51	4.859	3527.172	2.933	1.763	0.944	5.33	2.702	24.9	0.021	3.701	29.3	3.231	6.109	0.189	34.0810482292513	43.6694289983548	8.44958057146917	5.42372901911705	7.8344203208086	0.54179286099563	52.119009569832	65.9189517707489	13.7999422009189	0.212988012380174	49.0931580173722	16.8257937532796	-0.6904	0.2173	0.1677	0.3233	1.5924	0.9578	-2.0982	0.0643	2.1625
32335	18	0	beige	0	30.7	0.084	0	144.7378453	108.4810984	53.54664569	21.7	29.5	30.7	0	0	0	0	11.21	5.51	0.867	-1.022	0.588	-2.397	-2.397	5.68	3.885	5733.518	1.957	1.384	0.308	4.24	2.302	21.8	0.019	3.536	24.3	3.091	6.221	0.164	36.4258148378033	46.5958594404158	7.29207430312125	4.42044014560822	4.96830936818867	0.29750190496154	53.8879337435265	63.5741851621958	9.68625141865711	0.151259852564001	51.0162995859188	12.5578855762668	-0.4438	0.11	0.5499	0.7131	1.4959	1.1045	-1.8631	0.0121	1.8752
32336	18	0	beige	0	30.2	0.064	0	167.1164186	76.09868199	66.09483894	20.9	29.5	30.2	0	0	0	0	8.33	4.42	0.336	-2.408	0.223	-2.976	-4.51	31.62	2.567	7940.592	1.895	-0.965	-1.106	5.39	2.702	34	0.016	3.674	21.5	3.36	6.726	0.179	39.7865320692033	44.5290099417158	6.43645929852125	3.55825253270822	5.39224425288868	0.29750190496154	50.9654692401265	60.2134679307958	9.24799869065711	0.151101144164001	48.0872624744188	12.1262054563668	-0.9675	-1.5722	-0.0876	-0.791	0.8027	0.0059	-1.5754	0.0121	1.5875
32337	18	0	agouti	0	33.6	0.071	0	160.0038431	102.3515686	48.22667285	23.5	32.1	33.6	0	0	0	0	7.92	4.98	1.206	-1.204	1.078	-3.474	-2.976	5.68	2.982	7747.52	0.872	0.323	-0.05	5.02	2.569	32.5	0.015	3.619	20.3	3.472	6.509	0.167	38.2255644557033	45.9785820420158	6.07171947232125	3.99157331160822	5.43505881338868	0.29750190496154	52.0503015143265	61.7744355442958	9.72413402995711	0.155568869764001	49.9701553536188	11.8042801906668	-1.4912	-2.1979	-0.5398	-1.7419	0.4271	-0.6574	-1.723	-0.1057	1.6174
32338	18	0	agouti	0	28.4	0.078	0	124.498835	40.99845244	84.71471803	20.7	27.5	28.4	0	0	0	0	9.78	3.53	1.001	-1.833	0.854	-1.766	-3.863	9.53	2.449	7496.096	2.488	-0.093	-1.168	5.42	2.55	26.5	0.02	3.464	24.5	3.227	6.436	0.167	27.2809530603033	54.7380750702158	9.24164377322125	3.16495070940822	5.27687548188868	0.29750190496154	63.9797188434265	72.7190469396958	8.73932809625711	0.122313688264001	57.9030257796188	14.8160211601668	-1.203	-2.345	-0.0876	-1.2917	0.3019	-0.4948	-1.4393	-0.1703	1.2691
32339	18	0	black	0	25.9	0.046	0	126.0023127	78.98996671	39.09020487	20.3	24.9	25.9	0	0	0	0	7.29	3.34	1.105	-1.05	0.916	-2.397	-2.797	6.9	3.406	6869.094	1.691	0.738	-0.578	5.21	2.588	29.1	0.018	3.592	23	3.091	6.332	0.179	43.1621119451898	41.4799923179866	6.20153539601391	4.11341147046225	4.65501298889584	0.387935881355868	47.6815277139966	56.8378880548105	9.15636034082875	0.159125871716429	45.5934037884545	11.24448426636	0.4515	-0.3105	-1.1773	0.1344	3.1144	1.6244	-0.9966	1.8038	2.8006
32340	18	0	grey	0	31.9	0.066	0	187.2976108	78.18040974	72.97609036	19	29.7	31.9	0	0	0	0	8.69	3.29	0.713	-1.661	0.531	-2.397	-2.976	9.53	3.028	6935.558	2.121	0.936	-0.711	4.81	2.53	25.1	0.019	3.647	25.5	2.923	6.286	0.164	33.7955310604898	50.2923312746866	7.14637743881391	3.67746220886225	4.92408664779584	0.164211369355868	57.4387087135966	66.2044689395104	8.76576022602875	0.129027448116429	53.9697934835545	12.23467545596	0.9751	-0.5157	-0.5398	0.8608	3.0298	1.9453	-0.5066	1.8038	2.3105
32341	18	1	grey	2	40.4	0.097	0	NA	NA	NA	NA	NA	40.4	1	2	3	0	7.73	NA	0.703	-1.347	0.519	-2.513	-6.908	31.62	3.571	6912.26	1.985	-3.194	-2.112	6.39	2.811	25.6	0.025	3.521	30.9	3.223	6.18	0.192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32342	18	1	grey	2	55.5	0.142	0	145.2852839	50.15015194	96.75675863	25	52.1	55.5	3	2	5	1	10.68	18.88	1.416	-0.844	1.026	-0.104	-6.908	31.62	3.233	4588.708	4.663	-2.513	-6.908	4.78	2.49	19.1	0.025	3.606	32.5	3.223	6.438	0.156	37.2212410262513	44.9020316215548	7.53378027326917	4.05053017301705	5.9178202257086	0.37459668009563	52.435811894932	62.7787589737489	10.3429470788189	0.163733137580174	48.9525617945722	13.8261971790796	0.328	-0.0256	0.9066	1.4817	1.8108	1.6462	-1.2097	0.3828	1.5924
32343	18	1	agouti	2	40.8	0.11	1	270.8708529	155.735732	68.52851873	23.5	32.1	40.8	1	2	3	0	NA	7.81	1.188	-0.431	0.802	-2.198	-1.604	3.15	4.452	4611.768	1.817	1.799	1.075	6.86	2.983	26.8	0.026	3.606	33.2	3.19	6.174	0.169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.4549	0.8272	1.7865	1.7865	0.9964	1.3915	-2.1672	-0.783	1.3842
32344	18	1	agouti	2	36.9	0.091	0	189.0089948	128.1681729	45.52552076	22.5	32.2	36.9	2	2	4	0	9.48	9.23	1.235	-0.139	0.784	-1.826	-2.112	3.15	5.04	4041.145	2.159	1.224	1.086	5.84	2.72	24.1	0.024	3.564	30.7	3.277	6.256	0.167	41.4617769813513	43.1977204009548	6.14690429436917	3.71324350791705	5.1540650910086	0.32628972439563	49.344624695332	58.5382230186489	9.19359832331886	0.152232381480174	46.9109639088722	11.6272591097796	-1.3501	-0.368	1.0918	0.1591	0.2526	0.2058	-2.3679	-1.0343	1.3336
32345	18	1	black	2	49.9	0.086	1	178.3783725	76.69669964	101.0210144	33.6	44.4	49.9	0	2	2	0	11.73	8.18	1.468	-1.079	1.338	-1.709	-4.51	31.62	2.78	7700.062	2.035	-1.201	-2.513	5.7	2.569	21	0.027	3.406	31.4	3.063	6.423	0.182	35.7073770982513	48.9048147558548	7.42772534266917	3.10489239741705	4.7111173230086	0.14407308279563	56.332540098532	64.2926229017489	7.96008280321886	0.121507551580174	52.0097071532722	12.2829157484796	-0.0833	0.6405	0.9066	1.4377	1.7667	1.6022	-1.8026	0.0643	1.8669
32357	18	0	beige	1	32.7	0.057	0	195.4172899	125.1563514	70.16389398	27.4	29.3	32.7	NA	NA	NA	NA	12.87	11.52	0.85	-1.109	0.642	-2.198	-6.908	31.62	3.743	6585.323	2.2	-6.908	-6.908	4.82	2.569	20.6	0.023	3.701	32	3.281	6.054	0.217	32.3881400442033	47.6470075295158	8.78856788872125	4.26595780040822	6.61282483218868	0.29750190496154	56.4355754182265	67.6118599557959	11.1762845375571	0.165619426364001	51.9129653299188	15.6988946258668	-0.2558	-0.4426	-0.1832	0.1647	1.8801	1.0224	-1.4898	0.6239	2.1137
32361	18	1	agouti	2	39.7	0.08	1	129.4294286	92.49248494	27.2072061	28.3	40	39.7	3	2	5	1	8.45	7.62	2.126	-0.416	1.964	-0.578	-3.194	31.62	2.798	7231.802	2.59	-0.865	-6.908	5.44	2.702	21.9	0.025	3.661	33.3	3.182	6.238	0.192	32.4647407105513	46.2420322724548	8.36071933446917	4.74868326351705	7.3733566527086	0.81046776629563	54.602751606932	67.5352592894489	12.9325076825189	0.195126522280174	50.9907155359722	16.5445437534796	-0.4549	-0.7667	-0.6354	-0.4107	1.8801	0.7347	-1.5104	0.7574	2.2679
32362	18	1	agouti	2	42.2	0.114	1	157.1171099	138.9189174	19.81981916	20.2	41.6	42.2	NA	NA	NA	NA	11.42	17.59	1.869	-0.288	1.681	-1.465	-2.293	5.68	3.407	6875.726	1.868	0.386	-0.691	5.53	2.72	23.2	0.024	3.661	31.9	3.296	5.598	0.143	45.3382507023513	41.4283238807548	5.48496248116917	3.15361010831705	4.2304058753086	0.36444695219563	46.913286361932	54.6617492976489	7.74846293571886	0.132341723580174	44.5819339890722	10.0798153085796	-0.6904	0.3302	-0.6354	-0.141	2.1497	1.0044	-2.1448	0.5751	2.7199
32363	18	1	agouti	2	36.2	0.08	0	171.2082981	113.8491791	34.62293385	20.5	28.4	36.2	1	2	3	0	10.84	9.19	1.775	-0.431	1.589	-1.234	-2.976	9.53	3.308	6908.934	2.232	-0.222	-1.89	5.56	2.739	23.1	0.024	3.674	32.5	3.343	5.71	0.222	42.8710372468513	43.9048419926548	5.62569075376917	2.93216697261705	4.4119366669086	0.25432636729563	49.530532746432	57.1289627531489	7.59843000681886	0.125387363580174	46.8370089651722	10.2919537879796	-1.8738	-0.0256	0.6967	-0.3566	0.2395	-0.0585	-2.9144	-1.1885	1.726
32364	18	1	beige	2	39.6	0.081	1	193.6336349	131.0510508	41.80179675	25.6	34.2	39.6	3	2	5	1	7.69	9.55	1.247	-1.238	1.102	-1.89	-3.863	9.53	2.903	7480.52	2.057	-0.691	-1.047	5.77	2.72	22.3	0.026	3.578	33.2	3.127	5.805	0.217	42.9581684191513	42.1521240636548	6.27667897476917	3.45592656061705	4.7756719194086	0.38143006229563	48.428803038432	57.0418315808489	8.61302854231886	0.144471187880174	45.6080506242722	11.4337809564796	-0.6904	-0.1568	0.6967	0.5056	1.1018	0.8037	-1.9441	-0.2722	1.6719
32365	18	1	beige	2	39.8	0.98	1	129.2683009	59.96636273	47.23858199	27.2	32.4	39.8	3	2	5	1	NA	10.67	2.163	0.392	1.837	-0.652	-1.076	3.75	4.126	5215.728	2.454	1.354	-0.15	4.32	2.429	16.6	0.026	3.701	35.5	3.288	6.387	0.116	28.5156678902513	49.2382440803548	9.83806392506917	4.53189940541705	7.3726438631086	0.50348083579563	59.076308005432	71.4843321097489	12.4080241043189	0.178516588880174	53.7701434857722	17.7141886239796	1.3356	3.5527	2.3472	4.6525	3.149	3.9008	-1.9039	0.2466	2.1506
32366	18	1	beige	2	39	0.152	1	189.6096055	134.954958	34.41440981	21.1	29.2	39	0	2	2	0	NA	8.52	1.705	-0.357	1.413	-0.939	-1.604	3.31	3.575	5578.596	2.67	1.314	0.519	5.75	2.702	22.5	0.026	3.564	32.4	3.285	6.023	0.139	26.3781239121513	51.6369828041548	10.1478185274692	4.33769682641705	7.3553048469086	0.14407308279563	61.784801331632	73.6218760878489	11.8370747561189	0.166212896380174	55.9746796306722	17.6471964571796	0.8119	1.3143	1.4073	2.7269	2.4191	2.573	-1.3871	0.439	1.8261
32376	18	0	black	0	22.1	0.028	0	163.3489831	120.0115015	37.07251464	20.7	21.8	22.1	NA	NA	NA	NA	6.93	9.01	0.963	-0.236	0.476	-2.293	-2.397	5.68	5.506	3769.96	1.926	1.179	0.278	5.18	2.53	20.8	0.025	3.521	30.8	3.118	5.704	0.192	55.5766810758033	33.2061924743158	3.50996700082125	3.80575948250822	3.60389806168868	0.29750190496154	36.7161594751265	44.4233189241958	7.70715944905711	0.161627037664001	37.0119519567188	7.41136696746678	1.7004	0.7776	-1.4517	1.3751	4.7042	3.0397	-0.478	2.9453	3.4234
32378	18	0	black	0	NA	NA	0	167.8896477	112.0796929	42.76271697	22.2	25.1	28.5	0	0	0	0	7.9	5.62	-0.478	-2.813	-0.635	-3.474	-6.908	31.62	3.164	7293.16	2.081	-1.306	-6.908	5.41	2.627	22.8	0.024	3.578	30.3	3.178	5.656	0.204	59.9885084770033	30.5084432927158	2.95903850192125	3.32889832540822	2.91760949798868	0.29750190496154	33.4674817946265	40.0114915229958	6.54400972835711	0.147863332164001	33.8373416181188	6.17414990496678	-1.0479	-0.419	-2.2939	-1.7813	2.6191	0.4189	-2.1128	1.3532	3.466
32379	18	1	black	1	44.3	0.075	0	241.981968	156.6966913	42.04204105	31	42.9	44.3	0	0	0	0	11.93	6.99	1.543	-0.117	1.169	-1.382	-1.556	3.15	4.369	4723.813	2.326	1.515	0.793	6.12	2.775	24.8	0.025	3.55	31	3.215	5.832	0.182	43.4573904534513	40.7358254476548	6.08003027096917	4.36481324881705	5.2178674963086	0.14407308279563	46.815855718632	56.5426095465489	9.72675382791886	0.166430842480174	45.1006386964722	11.4419708500796	-1.3501	0.0989	-0.1832	-0.4595	1.2559	0.3982	-2.5603	-0.2234	2.3369
32380	18	1	black	1	35.4	0.131	0	172.3296909	114.9705719	46.84608866	26.8	32.4	35.4	0	0	0	0	10.87	6.48	1.641	-0.734	1.513	-1.959	-6.908	31.62	3.038	7749.281	1.619	-2.397	-3.474	5.66	2.608	22.9	0.025	3.464	29.7	3.127	5.875	0.217	36.3250346745513	44.7019698881548	6.68424994756917	5.47054576821705	6.3540855920086	0.46411412939563	51.386219835732	63.6749653254489	12.2887454897189	0.194253223880174	50.1725156564722	13.5024496689796	-0.6984	0.6941	-0.3454	0.1873	2.1089	1.1481	-2.3008	0.3845	2.6853
32381	18	1	black	1	39.5	0.158	1	159.3215578	114.353805	35.57611523	30.5	36.8	39.5	0	0	0	0	9.07	6.99	1.105	-1.05	0.896	-1.766	-3.194	9.53	3.388	6598.313	2.404	0.183	-1.201	5.49	2.646	22.9	0.024	3.578	30.6	3.227	6.34	0.208	43.3510820447513	42.3853255529548	6.07910172796917	3.29698798531705	4.5076714479086	0.37983124109563	48.464427280932	56.6489179552489	8.18449067441886	0.137166541980174	45.6823135382722	10.9666044170796	-0.4549	0.9155	0.6967	1.1298	1.7259	1.4278	-2.2036	-0.0899	2.1137
32385	18	1	grey	1	34.4	0.112	0	202.7754496	158.704791	32.88478252	26.9	35.1	34.4	0	0	0	0	11.39	9.11	1.169	-1.715	1.061	-2.198	-3.194	31.62	2.352	8058.653	1.871	0.183	-6.908	5.03	2.683	28.6	0.018	3.782	25.2	3.1	6.883	0.169	37.7372285390513	43.9487714132548	7.70972928756917	4.31868433411705	6.1415133433086	0.14407308279563	51.658500700832	62.2627714609489	10.6042707601189	0.169248959080174	48.2674557473722	13.9953157136796	-0.4549	-1.9777	-0.6354	-0.9097	1.3811	0.2357	-1.0115	0.7574	1.7689
32386	18	1	agouti	1	34.6	0.086	1	112.4924918	89.84985134	19.63963594	28.1	32.8	34.6	0	0	0	0	NA	5.34	1.818	-0.4	1.583	-1.234	-1.382	3.51	3.294	6252.065	2.182	1.387	0.278	5.17	2.608	29.4	0.018	3.633	23.1	3.199	6.495	0.167	41.2817283789513	41.2030091444548	7.22051104566917	4.25173131901705	5.5990396270086	0.44398048499563	48.423520190132	58.7182716210489	10.2947514309189	0.171813145680174	45.4547404633722	13.2635311576796	0.328	0.0989	0.4543	1.2453	2.1497	1.6975	-1.261	0.6704	1.9314
32387	18	1	beige	1	28.2	0.152	0	128.3483471	95.37538075	22.70270602	22.7	25.2	28.2	0	0	0	0	7.8	12.66	1.125	-2.408	1.044	-2.033	-4.51	31.62	1.752	8522.982	2.093	-1.465	-6.908	4.91	2.608	26.7	0.018	3.715	25.5	3.246	6.532	0.167	37.2744663059513	43.2864591609548	8.26161021966917	4.22469681901705	6.5088954832086	0.44387201119563	51.548069380632	62.7255336940489	11.1774643135189	0.177932009480174	47.5111559799722	15.2143777140796	-0.9675	-0.1827	1.0022	0.4747	0.6821	0.5785	-2.1479	-0.6811	1.4669
32394	18	0	black	0	28.3	0.094	0	110.5705732	91.17115919	13.75374903	22.2	25.4	28.3	0	0	0	0	13.63	NA	0.971	-0.083	0.3	-2.112	-1.766	3.75	5.904	2622.464	2.142	1.878	1.03	4.52	2.408	18.4	0.025	3.578	31.5	3.223	5.464	0.143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32395	18	0	agouti	0	30	0.079	1	119.7597476	92.31231067	23.18318567	21.8	27.4	30	0	0	0	0	6.78	5.73	1.297	-1.022	1.172	-2.645	-4.51	31.62	3.124	7768.66	1.386	-1.709	-6.908	6.16	2.757	24.9	0.025	3.507	30.5	3.182	5.927	0.196	43.3254599774513	43.6869051200548	5.12349879126917	3.42936110901705	4.2907019194086	0.14407308279563	48.810403911332	56.6745400225489	7.86413611121886	0.131096587780174	47.1162662290722	9.55827379347964	0.2049	0.0375	0.4543	1.1247	2.0291	1.5769	-1.331	0.5751	1.9061
32396	18	0	beige	0	28.4	0.057	0	95.57050484	42.75301914	55.31258845	22.2	26.5	28.4	0	0	0	0	15.35	17.88	0.94	-0.693	0.663	-2.112	-6.908	31.62	4.4	5732.004	2.207	-2.797	-6.908	4.81	2.55	20.7	0.023	3.674	31.4	3.285	5.749	0.217	36.2120728550513	44.1000583282548	7.17266483596917	5.47604952691705	6.8950813710086	0.14407308279563	51.272723164232	63.7879271449489	12.5152039807189	0.197723931380174	49.5761078551722	14.2118192897796	0.328	-0.368	-1.2729	-0.0457	3.056	1.5051	-1.0686	1.769	2.8377
32397	18	0	beige	0	30.8	0.071	1	158.4984877	90.33032204	45.28528541	24.6	27.4	30.8	0	0	0	0	10.14	8.4	1.421	-2.526	1.394	-3.863	-4.51	31.62	1.356	9459.508	0.768	-1.136	-6.908	5.9	2.811	26.1	0.023	3.661	30.3	3.36	6.098	0.179	37.1366757566513	43.6287068646548	7.34219858286917	4.75411461381705	6.7309282951086	0.40737588679563	50.970905447532	62.8633242433489	11.8924187958189	0.189659279280174	48.3828214785722	14.4805027647796	1.6238	0.3848	0.1677	2.184	3.4531	2.8186	-0.3755	1.8561	2.2315
32399	18	1	beige	0	23.2	0.094	1	92.63826965	79.43268888	14.31552994	19.4	18.6	23.2	NA	NA	NA	NA	10.13	8.41	1.585	-1.386	1.484	-1.826	-2.976	9.53	2.283	8170.352	1.783	0.001	-1.465	6.43	2.793	25.5	0.025	3.479	30.6	3.307	6.447	0.147	40.9888031862513	38.9251669613548	6.57012440376917	5.80762396711705	7.2304539452086	0.47782753629563	45.495291365132	59.0111968137489	13.5159054486189	0.229150600680174	44.7327909284722	14.2784058852796	0.6467	0.5142	0.5345	1.7143	2.5166	2.1154	-1.1853	0.8663	2.0516
32400	18	1	agouti	0	22.7	0.052	1	85.18167287	56.09524902	20.86139876	17.5	22	22.7	NA	NA	NA	NA	7.45	4.03	2.015	0.683	1.504	-0.842	-0.732	3	5.132	3600	2.394	1.866	0.379	5.35	2.683	23.7	0.023	3.674	30.4	3.318	6.122	0.123	44.8079461819513	40.7320079082548	5.02574042196917	4.72692000561705	4.5633123993086	0.14407308279563	45.757748330232	55.1920538180489	9.43430548781886	0.164025171880174	45.4589279139722	9.73312590407964	0.0845	0.3601	-0.7976	0.3681	2.8651	1.6166	-1.5571	1.2783	2.8354
