Generation	Sex	Color	Diet	Weight	Spleen	ANA100	Cholesterol	HDL	LDL	wt2Month	wt4month	wt6month	Steatosis	Ballooning	NAFLD	NASH	CRP.Conc	CRP	WBC	NE	LY	MO	EO	BA	NEperc	LYperc	MOperc	EOperc	BAperc	RBC	HB	HCT	MCV	MCH	MCHC	RDW	PLT	MPV	G0	G1	G2	G1S1	G2S1	G2S2	termGal	Gal	Sial	Sialbygal	MonoGal	biGal	IgA	IgG	IgM	AGM	AGbyM	AG	AbyG	AbyM	GbyM
69203	20	1	black	0	22.7	NA	0	96.56020286	71.20393075	25.32677879	20.8	22.8	22.7	0	0	0	0	NA	3.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.3143578590162	42.699077083507	5.65449053162663	3.81652662787031	4.34452013998073	0.171027758102349	48.353567615141	56.6856421409829	8.33207452584865	0.147895359395095	46.5156037113697	10.1700384296162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69204	20	1	black	0	25	NA	1	123.5675734	105.4643633	24.02948593	23	24.2	25	0	0	0	0	11.24	6.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.0003913066162	48.563799624707	12.7387884564266	4.04758642777031	10.2123127326807	0.437121451702349	61.302588081141	75.9996086933829	14.6970206122487	0.192753649995095	52.6113860524697	23.3882226409162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69205	20	1	grey	0	22.2	NA	0	105.405403	98.152341	18.89926597	20.8	22.4	22.2	0	0	0	0	NA	10.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.3008439477162	48.453944357107	6.38684106392663	2.79428908217031	3.90743500678073	0.156646542302349	54.840785421041	61.6991560522829	6.85837063124865	0.111376099495095	51.2482334392697	10.4509226130162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69206	20	1	black	1	30.2	NA	1	80.32710304	68.71962235	16.06542061	24.6	28.5	30.2	0	0	0	0	11.29	10.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.4705450888162	45.284938794607	5.31939418362663	3.31077644027031	3.51883771568073	0.095507777002349	50.604332978241	57.5294549111829	6.92512193294865	0.121067163995095	48.5957152348697	8.9337396763162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69207	20	1	black	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69208	20	1	grey	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.7507283726952	50.1806886827426	8.38683910642004	1.71828927235698	3.69052289887498	0.272931666911137	58.567527789172	64.249271627305	5.68174383803509	0.0901868699285798	51.8989779550954	12.350293672107	NA	NA	NA	NA	NA	NA	NA	NA	NA
69209	20	1	agouti	2	35	NA	0	67.93457906	29.24298788	61.5420646	26.1	33	35	3	2	5	1	NA	17.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.0579809741162	49.662442297607	6.70801567692663	3.14443435717031	4.23843827638073	0.188688417802349	56.370457974441	63.9420190258829	7.57156105144865	0.118450222295095	52.8068766547697	11.1351423711162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69210	20	1	agouti	2	41.4	NA	0	60.9252401	52.5701007	12.08411173	32.4	34.6	41.4	NA	NA	NA	NA	NA	9.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.6399641029162	49.051636168007	6.91011133432663	3.11866602387031	4.12934067468073	0.150281696102349	55.961747502341	63.3600358970829	7.39828839474865	0.116849716195095	52.1703021919697	11.1897337051162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69211	20	1	black	2	35.7	NA	0	54.14018728	46.51402382	17.74766697	35.2	34.4	35.7	2	2	4	0	NA	10.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.0773958496162	51.204188359107	7.42779790092663	3.24955058027031	4.76639376698073	0.274673543102349	58.631986260041	66.9226041503829	8.29061789034865	0.123683936595095	54.4537389393697	12.4688652110162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69212	20	1	black	2	36	NA	0	120.930241	81.76254661	29.98775807	30.3	37.5	36	NA	NA	NA	NA	NA	19.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.2048240509162	44.505660224607	5.35259647042663	2.17691668507031	2.67167978248073	0.088322786502349	49.858256695041	54.7951759490829	4.93691925404865	0.090970402895095	46.6825769097697	8.1125990394162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69218	20	0	agouti	1	30.6	NA	0	123.0110232	98.89840837	22.52141882	31.7	33.6	30.6	NA	NA	NA	NA	NA	9.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.2602479661162	40.413854054007	9.33420186722663	5.21454876877031	7.45556002438073	0.321587319402349	49.748055921241	62.7397520338829	12.9916961126487	0.207582139295095	45.6284028227697	17.1113492111162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69219	20	0	white	1	35	NA	0	142.3500682	109.1799181	28.15176897	31	33.2	35	0	0	0	0	NA	16.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.5200312422162	42.124393058407	6.16864848922663	5.68428219117031	5.22534323348073	0.277301785402349	48.293041547641	59.4799687577829	11.1869272101487	0.188850145895095	47.8086752496697	11.6712935082162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69221	20	1	agouti	1	24.6	NA	0	80.04673283	71.13083629	17.91588576	22.6	23.2	24.6	0	0	0	0	NA	5.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.9235264047162	40.145412218907	7.24634250702663	4.91477323817031	6.33444959428073	0.435496036902349	47.391754725941	59.0764735952829	11.6847188693487	0.198647572795095	45.0601854570697	14.0162881382162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69222	20	1	agouti	1	23.7	NA	1	116.3831774	104.3831751	20.66355399	21.7	22	23.7	NA	NA	NA	NA	10.61	8.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.7568508861162	45.009060373707	6.71775625772663	4.27333936507031	4.93863524498073	0.304357872402349	51.726816631441	61.2431491138829	9.51633248234865	0.155832921695095	49.2823997387697	11.9607493751162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69223	20	1	white	1	28.1	NA	1	127.9681673	44.00243744	56.7319509	27.5	27.8	28.1	0	0	0	0	NA	9.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.1193722886953	45.1219576046426	8.19497528612004	4.10694156995698	6.20067399587498	0.256079254711137	53.316932890772	63.880627711305	10.5636948205351	0.16493148722858	49.2288991745954	14.651728536707	NA	NA	NA	NA	NA	NA	NA	NA	NA
69224	20	1	black	1	25	NA	1	88.34578815	75.84112945	22.12149749	20.7	23.6	25	NA	NA	NA	NA	7.61	5.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.1760322424953	43.8120163388426	11.94325991672	5.28436997445698	13.070251520775	0.714070006611137	55.755276255672	74.823967757505	19.0686915018351	0.25124869372858	49.0963863133954	25.727581444107	NA	NA	NA	NA	NA	NA	NA	NA	NA
69226	20	1	black	1	28.8	NA	0	126.6217917	83.10894044	26.00978625	25	27.8	28.8	0	0	0	0	NA	11.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.6788862317162	39.975409890207	8.18796976782663	5.03561737647031	7.71355604178073	0.408560691902349	48.163379658041	61.3211137682829	13.1577341101487	0.215256590795095	45.0110272667697	16.3100865015162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69227	20	1	black	2	35.6	NA	0	193.941246	210.0979355	27.23377898	30.4	35.2	35.6	2	2	4	0	NA	11.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.4889934277162	42.969359112207	8.11627795752663	3.71440719267031	5.57530515618073	0.135657153702349	51.085637069741	60.5110065722829	9.42536950254865	0.156286405095095	46.6837663048697	13.8272402674162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69229	20	0	agouti	2	28.9	NA	0	144.8592451	100.3059936	27.41738063	29.1	29.3	28.9	0	0	0	0	NA	13.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.2444769010953	43.0053196641426	7.03077700562004	4.74932973275698	5.55369757867498	0.416399117711137	50.036096669772	60.755523098905	10.7194264292351	0.17598881922858	47.7546493968954	13.000873702007	NA	NA	NA	NA	NA	NA	NA	NA	NA
69230	20	0	agouti	2	31.5	NA	0	94.57010053	79.9345814	18.86915619	31	30.8	31.5	NA	NA	NA	NA	NA	15.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.5526564042953	41.0774846762426	8.30535897882004	4.38247955555698	7.48023509357498	0.201785291511137	49.382843655072	61.447343595705	12.0644999406351	0.19521983062858	45.4599642317954	15.987379363907	NA	NA	NA	NA	NA	NA	NA	NA	NA
69231	20	0	black	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.1880979887162	37.641847480207	5.19046119222663	5.11463647947031	4.34750278768073	0.517454071702349	42.832308672541	52.8119020112829	9.97959333874865	0.190565426795095	42.7564839597697	10.0554180516162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69232	20	0	black	0	25.7	NA	0	111.7479522	95.68141067	12.81905459	21.6	23.1	25.7	NA	NA	NA	NA	NA	7.1	1.015	-0.616	0.542	-1.826	-1.382	3.15	4.417	3873.818	2.408	2.195	1.242	5.08	2.702	26.8	0.019	3.795	27.2	2.944	5.697	0.244	37.4998542996162	40.009729056507	8.66881538552663	5.28423433707031	8.26224698138073	0.275119939802349	48.678544442041	62.5001457003829	13.8216012583487	0.221735992995095	45.2939633936697	17.2061823067162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69233	20	0	black	0	34.5	NA	0	117.2579811	99.39066481	18.89926597	27.5	28	34.5	0	0	0	0	NA	7.58	1.966	1.068	1.345	-1.047	-3.194	31.62	6.387	2885.838	2.22	-0.614	-3.863	5.45	2.702	26.1	0.021	3.661	28	2.907	5.961	0.256	40.5093841467162	38.701139261407	7.49023210682663	5.67813072817031	7.18439880388073	0.436714953002349	46.191371368141	59.4906158532829	13.2992444850487	0.224474421495095	44.3792699895697	15.1113458637162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69234	20	1	agouti	2	39.6	NA	0	151.5299864	116.7686585	26.98897679	31.2	36.1	39.6	1	2	3	0	NA	9.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.3378412785162	50.858332468307	7.97221735602663	3.89546785817031	5.67934099358073	0.256800045302349	58.830549824341	68.6621587214829	9.83160889714865	0.142919567495095	54.7538003264697	13.9083583949162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69235	20	1	agouti	2	26.5	NA	0	106.425939	82.37453386	20.62422918	24.2	27	26.5	2	2	4	0	NA	7.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.2126148566953	41.6082874184426	10.70631560202	3.54499233105698	8.16910861747498	0.758681174311137	52.314603020472	64.787385143305	12.4727821228351	0.19121609562858	45.1532797494954	19.634105393807	NA	NA	NA	NA	NA	NA	NA	NA	NA
69237	20	1	black	2	21.3	NA	0	117.1121534	121.5981269	26.55140373	19	20.9	21.3	0	0	0	0	NA	13.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69264	20	0	black	1	49.4	NA	0	107.7476678	92.49532417	30.7570071	35.2	40.4	49.4	0	0	0	0	NA	18.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.5992939740953	40.4918184230426	5.96448838632004	5.06833114495698	5.65522577047498	0.220842301111137	46.456306809372	57.400706025905	10.9443992165351	0.19013006942858	45.5601495679954	11.840556457907	NA	NA	NA	NA	NA	NA	NA	NA	NA
69266	20	0	black	1	35.2	NA	0	251.6087755	163.6189897	73.4628911	34.1	33.4	35.2	0	2	2	0	NA	26.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.3476235104162	37.840519787307	4.75862528402663	5.36152293527031	4.47392149708073	0.217786986002349	42.599145071241	52.6523764895829	10.0532314183487	0.192568415895095	43.2020427225697	9.4503337671162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69267	20	0	black	1	39.1	NA	0	110.4953193	100.3457905	26.10280637	35.4	37.7	39.1	0	0	0	0	NA	18.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.8407108792953	39.8683639337426	6.47943447892004	4.17683858395698	5.38685644187498	0.247795682111137	46.347798412672	56.159289120705	9.81149070803509	0.17483516292858	44.0452025176954	12.114086602907	NA	NA	NA	NA	NA	NA	NA	NA	NA
69268	20	1	black	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69269	20	1	grey	0	21.7	NA	0	101.4545378	83.2334072	17.30712783	19.3	21.4	21.7	0	0	0	0	NA	7.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.9999148923162	33.771231207307	3.73321057222663	5.57113059327031	3.85562453458073	0.068888200202349	37.504441779541	47.0000851076829	9.49564332814865	0.204617923195095	39.3423618005697	7.6577233071162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69270	20	1	black	0	22.7	NA	0	137.9557769	120.5012352	20.49140411	20.5	22.3	22.7	0	0	0	0	NA	3.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.5074943902162	37.444244954707	4.54232728252663	5.50048660677031	4.75131877268073	0.254127993202349	41.986572237241	52.4925056097829	10.5059333725487	0.201841432495095	42.9447315613697	9.5477740484162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69271	20	1	grey	0	30.1	NA	1	148.3931152	115.9017192	30.28010038	25.1	28.8	30.1	0	0	0	0	NA	3.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69272	20	1	black	2	32.1	NA	1	164.5654934	101.8971896	51.52998635	26.6	30.2	32.1	2	2	4	0	NA	21.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.9415338910953	44.2199557857426	6.51233313412004	4.87877233365698	5.25114881927498	0.196256036211137	50.732288919872	61.058466108905	10.3261771891351	0.16886381712858	49.0987281192954	11.959737989607	NA	NA	NA	NA	NA	NA	NA	NA	NA
69273	20	1	black	2	30.3	NA	0	117.7289779	106.6822376	35.57943498	26.4	29.1	30.3	2	2	4	0	NA	11.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.0720508630952	32.2173196543426	6.02678068512004	6.43435487725698	8.84870941607497	0.400784504111137	38.244100339472	53.927949136905	15.6838487974351	0.28726093712858	38.6516745315954	15.276274605307	NA	NA	NA	NA	NA	NA	NA	NA	NA
69274	20	1	black	2	32.4	NA	1	142.5140091	113.7476606	43.93457438	26.6	34.4	32.4	3	2	5	1	NA	25.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.0511261762953	47.1338948028426	6.88970465172004	4.44904767185698	6.30731658187498	0.168910115311137	54.023599454672	64.948873823705	10.9252743690351	0.16759280252858	51.5829424746954	13.365931349007	NA	NA	NA	NA	NA	NA	NA	NA	NA
69293	20	0	beige	2	56.8	NA	0	187.7030829	160.7518334	44.15419153	40.5	53.1	56.8	0	2	2	0	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5732607053952	47.1428400869426	7.16213184382004	4.95412530895698	5.97367915837498	0.193962896411137	54.304971930772	65.426739294605	11.1217673638351	0.16927193712858	52.0969653959954	13.329773898607	NA	NA	NA	NA	NA	NA	NA	NA	NA
69294	20	0	grey	2	56	NA	0	295.9541377	206.3077263	92.51353443	46.3	49.6	56	NA	NA	NA	NA	NA	24.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.8708328764952	37.6926050459426	4.86197829882004	3.58604556885698	3.81392156657498	0.174616643311137	42.554583344772	50.129167123505	7.57458377873509	0.15291905712858	41.2786506147954	8.85051650870696	NA	NA	NA	NA	NA	NA	NA	NA	NA
69295	20	0	black	0	27.8	NA	0	150.1025414	116.6704698	30.73154019	25.5	27.7	27.8	NA	NA	NA	NA	NA	4.71	1.303	0	0.932	-2.112	-3.863	31.62	5.214	4780.34	1.786	-0.842	-3.194	6.67	2.864	29.7	0.022	3.507	27.6	2.907	6.107	0.238	35.0012984248162	44.802228840007	6.98603365322663	5.34025956347031	7.42902916388073	0.441150354602349	51.788262493141	64.9987015751829	13.2104390819487	0.203518115195095	50.1424884034697	14.8562131717162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69297	20	0	agouti	0	24.8	NA	0	146.0688162	116.1918939	33.12442956	23.1	22.6	24.8	0	0	0	0	NA	5.03	1.303	0.542	0.621	-2.198	-6.908	31.62	6.827	2550.25	1.703	-6.908	-6.908	5.15	2.683	23.4	0.022	3.742	30.8	3.281	5.989	0.244	41.0874691113162	40.700016523407	7.12343937362663	5.25648686317031	5.41808395428073	0.414504174202349	47.823455897041	58.9125308886829	11.0890749916487	0.189064283195095	45.9565033866697	12.9560275020162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69299	20	1	agouti	1	24.5	NA	1	114.8136278	64.54285375	41.73303528	20.8	23.7	24.5	0	0	0	0	NA	4.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.2779829784953	44.7678851071426	7.62756175152004	3.91709114955698	6.00243792607498	0.407041087211137	52.395446858672	62.722017021505	10.3265701628351	0.16434430012858	48.6849762566954	14.037040764807	NA	NA	NA	NA	NA	NA	NA	NA	NA
69300	20	1	agouti	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69301	20	1	beige	1	31.3	NA	0	140.0446025	66.39057876	52.18222894	28.6	30.8	31.3	0	0	0	0	NA	10.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.9262185642953	45.6958206266426	8.87889960362004	4.72605266665698	6.45463343767498	0.318375101211137	54.574720230172	66.073781435705	11.4990612055351	0.17314405462858	50.4218732932954	15.651908142407	NA	NA	NA	NA	NA	NA	NA	NA	NA
69302	20	1	beige	1	27.9	NA	0	134.9474275	88.56324086	32.68556665	23.1	25.9	27.9	0	0	0	0	NA	4.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.5481151412953	42.2149999057426	6.57980887502004	5.21426925695698	6.21947817127498	0.223328649611137	48.794808780772	60.451884858705	11.6570760778351	0.19191434602858	47.4292691626954	13.022615696007	NA	NA	NA	NA	NA	NA	NA	NA	NA
69303	20	1	black	1	28.5	NA	0	108.5696093	86.4606533	18.47722633	25.3	27.5	28.5	NA	NA	NA	NA	NA	9.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69304	20	1	grey	1	36.2	NA	0	65.01869204	73.93457187	12.02803602	24.6	32.3	36.2	0	0	0	0	NA	13.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.8922280437162	41.427475040507	5.43429643762663	4.36925694417031	4.61099782788073	0.265745706102349	46.861771478041	56.1077719562829	9.24600047814865	0.165847781695095	45.7967319846697	10.3110399716162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69307	20	0	agouti	1	38.1	NA	0	132.3988589	97.61070948	26.37783246	34.2	38.5	38.1	0	0	0	0	NA	5.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.7444110609953	42.8877908663426	7.72108046132004	5.22186686885698	7.05107402217498	0.373776720311137	50.608871327672	63.255588939005	12.6467176113351	0.19854351162858	48.1096577351954	15.145931203807	NA	NA	NA	NA	NA	NA	NA	NA	NA
69309	20	1	agouti	2	37.2	NA	0	205.4157263	125.1991153	85.37751594	22.5	34.6	37.2	NA	NA	NA	NA	NA	21.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.7037971961162	50.572480815707	7.05485167332663	3.23813559857031	4.27389291148073	0.156841804802349	57.627332489041	65.2962028038829	7.66887031484865	0.117360831795095	53.8106164142697	11.4855863896162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69310	20	1	agouti	2	29.8	NA	0	175.9796145	122.4593904	52.30966021	23.4	31.8	29.8	0	2	2	0	NA	7.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.3410486078953	36.5286351528426	4.94931734342004	5.28851754175698	4.55382197707498	0.338659377111137	41.477952496272	51.658951392105	10.1809988958351	0.19700526832858	41.8171526945954	9.84179869750696	NA	NA	NA	NA	NA	NA	NA	NA	NA
69311	20	1	black	2	59.2	NA	0	207.9005887	115.3233529	79.89806606	42.4	52	59.2	2	2	4	0	NA	18.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.3189847546953	39.3782971190426	5.12014598652004	3.09600467705698	3.05557172657498	0.0309957361111368	44.498443105572	50.681015245305	6.18257213973509	0.12477460492858	42.4743017961954	8.20671344910696	NA	NA	NA	NA	NA	NA	NA	NA	NA
69312	20	1	black	2	33.3	NA	1	175.7247519	115.4507842	65.94457879	22	28.4	33.3	NA	NA	NA	NA	NA	10.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69314	20	0	agouti	2	44.6	NA	1	108.5696093	64.54285375	35.23415418	37.3	39	44.6	0	0	0	0	NA	20.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.3955222483162	43.660896386407	11.2658149553266	4.11479549627031	9.05275932318073	0.510211590502349	54.926711341741	68.6044777516829	13.6777664099487	0.199316498295095	47.7756918826697	20.8287858690162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69315	20	0	agouti	2	41.1	NA	1	149.9203649	104.300728	38.22873218	28.5	35.5	41.1	3	1	4	0	NA	13.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.6084863568162	41.494210324107	8.76571890462663	3.90917379137031	7.88599146278073	0.336419160402349	50.259929228641	62.3915136431829	12.1315844145487	0.194935458395095	45.4033841153697	16.9881295278162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69316	20	0	agouti	2	42.02	NA	0	113.539353	96.71870954	31.92099799	40.1	42.6	42.02	NA	NA	NA	NA	NA	25.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.7141472586953	34.9576735019426	10.88020126482	6.61414363325698	14.042517351175	0.791316990111137	45.837874766772	67.285852741305	21.4479779746351	0.31376066922858	41.5718171351954	25.714035606207	NA	NA	NA	NA	NA	NA	NA	NA	NA
69317	20	0	agouti	0	30.1	NA	0	116.8755679	101.4243411	35.38059026	27.2	28.9	30.1	0	0	0	0	NA	11.18	1.649	-0.03	1.358	-1.168	-3.474	9.53	4.308	5601.026	2.431	-0.509	-2.293	5.34	2.665	27.2	0.02	3.647	26.1	2.862	6.232	0.256	43.0613470385162	37.979548499707	6.39864657812663	5.15974340547031	6.83369962618073	0.567014851902349	44.378195077841	56.9386529614829	12.5604578836487	0.221805086195095	43.1392919051697	13.7993610562162	NA	NA	NA	NA	NA	NA	NA	NA	NA
69319	20	0	agouti	0	33.9	NA	0	124.874659	80.0250654	26.76618444	28.1	31.7	33.9	0	0	0	0	NA	8.31	1.637	0.476	1.197	-1.51	-6.908	31.62	5.596	4151.225	2.054	-6.908	-3.474	5.44	2.683	26.4	0.021	3.633	27.3	3.227	5.999	0.213	52.1827026291162	28.312553145307	7.43476357662663	4.13460438497031	7.65748023508073	0.277896028902349	35.747316721941	47.8172973708829	12.0699806489487	0.255128712695095	32.4471575302697	15.3701398406162	NA	NA	NA	NA	NA	NA	NA	NA	NA
